Wavelength,Response count
153.21,489
153.62,478
154.02,463
154.42,479
154.83,471
155.23,449
155.63,391
156.03,445
156.44,422
156.84,488
157.24,458
157.64,442
158.05,504
158.45,521
158.85,466
159.25,460
159.65,452
160.05,506
160.46,490
160.86,484
161.26,483
161.66,488
162.06,456
162.46,461
162.86,452
163.26,470
163.66,459
164.06,460
164.46,737
164.86,987
165.26,918
165.66,816
166.06,845
166.46,830
166.86,954
167.26,873
167.66,848
168.06,840
168.45,807
168.85,837
169.25,931
169.65,845
170.05,906
170.45,884
170.84,849
171.24,856
171.64,820
172.04,881
172.43,914
172.83,955
173.23,859
173.63,790
174.02,858
174.42,855
174.82,902
175.21,917
175.61,887
176.01,865
176.4,910
176.8,873
177.2,803
177.59,844
177.99,895
178.38,867
178.78,951
179.18,868
179.57,930
179.97,884
180.36,808
180.76,818
181.15,856
181.55,972
181.94,832
182.34,825
182.73,770
183.12,842
183.52,857
183.91,824
184.31,762
184.7,815
185.1,889
185.49,830
185.88,868
186.28,926
186.67,864
187.06,882
187.46,887
187.85,859
188.24,793
188.64,855
189.03,831
189.42,878
189.81,824
190.21,879
190.6,1013
190.99,870
191.38,924
191.77,822
192.17,906
192.56,873
192.95,847
193.34,891
193.73,928
194.12,891
194.52,915
194.91,829
195.3,883
195.69,885
196.08,804
196.47,905
196.86,922
197.25,886
197.64,889
198.03,851
198.42,915
198.81,809
199.2,838
199.59,801
199.98,904
200.37,854
200.76,831
201.15,932
201.54,938
201.93,826
202.32,840
202.71,904
203.1,848
203.49,876
203.88,851
204.27,928
204.66,862
205.04,806
205.43,818
205.82,852
206.21,889
206.6,887
206.99,864
207.37,940
207.76,892
208.15,928
208.54,1020
208.93,823
209.31,800
209.7,824
210.09,860
210.48,810
210.86,880
211.25,845
211.64,884
212.02,821
212.41,908
212.8,949
213.18,888
213.57,866
213.96,916
214.34,878
214.73,907
215.12,839
215.5,875
215.89,790
216.27,945
216.66,852
217.05,887
217.43,871
217.82,912
218.2,798
218.59,890
218.97,846
219.36,830
219.74,863
220.13,930
220.51,885
220.9,859
221.28,873
221.67,880
222.05,888
222.44,847
222.82,878
223.21,822
223.59,885
223.98,845
224.36,773
224.74,846
225.13,897
225.51,915
225.9,851
226.28,902
226.66,863
227.05,808
227.43,929
227.81,908
228.2,911
228.58,828
228.96,902
229.35,808
229.73,862
230.11,875
230.49,813
230.88,826
231.26,939
231.64,954
