Measurement_ID,Detected_Wavelength_nm,Peak_Intensity_counts,NIST_Element,NIST_Wavelength_nm,Wavelength_Offset_nm,Verification_Status
3,209.94,164.0,Unknown,,,UNREGISTERED
3,214.47,155.0,Unknown,,,UNREGISTERED
3,305.65,184.0,Unknown,,,UNREGISTERED
3,308.61,155.0,Al I,308.22,0.39,VERIFIED
3,321.15,150.0,Unknown,,,UNREGISTERED
3,336.58,193.0,Unknown,,,UNREGISTERED
3,340.98,169.0,Unknown,,,UNREGISTERED
3,351.21,157.0,Unknown,,,UNREGISTERED
3,352.31,160.0,Unknown,,,UNREGISTERED
3,363.25,177.0,Unknown,,,UNREGISTERED
3,384.3,165.0,Unknown,,,UNREGISTERED
3,416.71,156.0,Unknown,,,UNREGISTERED
3,422.08,194.0,Unknown,,,UNREGISTERED
3,455.2,237.0,Unknown,,,UNREGISTERED
3,460.15,176.0,Unknown,,,UNREGISTERED
3,465.1,150.0,Unknown,,,UNREGISTERED
3,484.1,177.0,Unknown,,,UNREGISTERED
3,517.6,178.0,Unknown,,,UNREGISTERED
3,543.49,168.0,Unknown,,,UNREGISTERED
3,579.0,159.0,Unknown,,,UNREGISTERED
3,586.11,172.0,Unknown,,,UNREGISTERED
3,632.67,155.0,Unknown,,,UNREGISTERED
3,655.78,156.0,Unknown,,,UNREGISTERED
3,693.88,154.0,Unknown,,,UNREGISTERED
3,696.47,171.0,Unknown,,,UNREGISTERED
3,709.32,167.0,Unknown,,,UNREGISTERED
3,710.28,158.0,Unknown,,,UNREGISTERED
3,715.4,155.0,Unknown,,,UNREGISTERED
3,739.85,220.0,Unknown,,,UNREGISTERED
3,740.49,164.0,Unknown,,,UNREGISTERED
3,746.16,151.0,Unknown,,,UNREGISTERED
3,788.77,163.0,Unknown,,,UNREGISTERED
3,798.88,185.0,Unknown,,,UNREGISTERED
3,806.51,161.0,Unknown,,,UNREGISTERED
3,823.77,157.0,Unknown,,,UNREGISTERED
3,833.98,184.0,Unknown,,,UNREGISTERED
3,842.34,171.0,Unknown,,,UNREGISTERED
3,844.42,158.0,Unknown,,,UNREGISTERED
3,868.04,168.0,Unknown,,,UNREGISTERED
4,171.22,220.0,Unknown,,,UNREGISTERED
4,182.64,169.0,Unknown,,,UNREGISTERED
4,657.09,208.0,Unknown,,,UNREGISTERED
5,167.41,183.0,Unknown,,,UNREGISTERED
5,173.13,161.0,Unknown,,,UNREGISTERED
5,200.48,153.0,Unknown,,,UNREGISTERED
5,213.72,152.0,Unknown,,,UNREGISTERED
5,214.85,161.0,Unknown,,,UNREGISTERED
5,252.83,197.0,Unknown,,,UNREGISTERED
5,293.07,159.0,Unknown,,,UNREGISTERED
5,297.14,208.0,Unknown,,,UNREGISTERED
5,323.72,152.0,Unknown,,,UNREGISTERED
5,358.15,168.0,Unknown,,,UNREGISTERED
5,385.74,159.0,Fe I,385.99,0.25,VERIFIED
5,392.61,160.0,Unknown,,,UNREGISTERED
5,407.74,202.0,Unknown,,,UNREGISTERED
5,414.56,158.0,Unknown,,,UNREGISTERED
5,418.14,151.0,Unknown,,,UNREGISTERED
5,421.01,168.0,Unknown,,,UNREGISTERED
5,444.91,227.0,Unknown,,,UNREGISTERED
5,456.97,156.0,Unknown,,,UNREGISTERED
5,474.62,176.0,Unknown,,,UNREGISTERED
5,553.1,153.0,Unknown,,,UNREGISTERED
5,572.55,160.0,Unknown,,,UNREGISTERED
5,637.97,175.0,Unknown,,,UNREGISTERED
5,648.54,178.0,Unknown,,,UNREGISTERED
5,685.8,172.0,Unknown,,,UNREGISTERED
5,694.53,197.0,Unknown,,,UNREGISTERED
5,695.18,152.0,Unknown,,,UNREGISTERED
5,700.97,195.0,Unknown,,,UNREGISTERED
5,734.8,153.0,Unknown,,,UNREGISTERED
5,735.43,151.0,Unknown,,,UNREGISTERED
5,764.32,174.0,Unknown,,,UNREGISTERED
5,787.85,157.0,Unknown,,,UNREGISTERED
5,798.27,222.0,Unknown,,,UNREGISTERED
5,839.96,152.0,Unknown,,,UNREGISTERED
