Measurement_ID,Detected_Wavelength_nm,Peak_Intensity_counts,NIST_Element,NIST_Wavelength_nm,Wavelength_Offset_nm,Verification_Status
1,250.96,201.0,Unknown,,,UNREGISTERED
1,252.08,268.0,Unknown,,,UNREGISTERED
1,253.2,169.0,Unknown,,,UNREGISTERED
1,274.49,193.0,Unknown,,,UNREGISTERED
1,275.98,220.0,Unknown,,,UNREGISTERED
1,276.72,171.0,Unknown,,,UNREGISTERED
1,277.84,277.0,Unknown,,,UNREGISTERED
1,280.07,2154.0,Mg II,280.27,0.2,VERIFIED
1,283.79,216.0,Unknown,,,UNREGISTERED
1,285.65,420.0,Mg I,285.21,0.44,VERIFIED
1,288.25,520.0,Si I,288.16,0.09,VERIFIED
1,290.1,171.0,Unknown,,,UNREGISTERED
1,290.84,213.0,Unknown,,,UNREGISTERED
1,291.96,161.0,Unknown,,,UNREGISTERED
1,293.81,364.0,Unknown,,,UNREGISTERED
1,295.66,278.0,Unknown,,,UNREGISTERED
1,297.14,207.0,Unknown,,,UNREGISTERED
1,297.89,165.0,Unknown,,,UNREGISTERED
1,298.63,195.0,Unknown,,,UNREGISTERED
1,299.74,207.0,Unknown,,,UNREGISTERED
1,300.85,206.0,Unknown,,,UNREGISTERED
1,302.7,160.0,Unknown,,,UNREGISTERED
1,304.55,159.0,Unknown,,,UNREGISTERED
1,306.02,200.0,Unknown,,,UNREGISTERED
1,306.76,272.0,Unknown,,,UNREGISTERED
1,309.35,908.0,Al I,309.27,0.08,VERIFIED
1,310.09,862.0,Unknown,,,UNREGISTERED
1,311.19,491.0,Unknown,,,UNREGISTERED
1,312.3,355.0,Unknown,,,UNREGISTERED
1,313.04,328.0,Unknown,,,UNREGISTERED
1,314.15,334.0,Unknown,,,UNREGISTERED
1,317.1,905.0,Unknown,,,UNREGISTERED
1,318.94,1426.0,Unknown,,,UNREGISTERED
1,321.52,518.0,Unknown,,,UNREGISTERED
1,324.09,363.0,Unknown,,,UNREGISTERED
1,324.83,312.0,Unknown,,,UNREGISTERED
1,326.67,312.0,Unknown,,,UNREGISTERED
1,327.77,291.0,Unknown,,,UNREGISTERED
1,329.24,335.0,Unknown,,,UNREGISTERED
