Measurement_ID,Time,Operation_Mode,Measurement_Type,Delay_Time_us,Integration_Time_us,Number_of_Pulses,X_Factor,Laser_Energy_V,Laser_Pump_Current_A,PRR_Hz,On_Off_Status
1,2023-08-29 19:33:32,ASLF,Plasma,0.375,4000,1,1,3197,95,5,1
2,2023-08-29 19:33:32,ASLF,Plasma,0.375,4000,1,1,3210,95,5,1
3,2023-08-29 19:33:33,ASLF,Plasma,0.375,4000,1,1,3207,95,5,1
