Measurement_ID,Detected_Wavelength_nm,Peak_Intensity_counts,NIST_Element,NIST_Wavelength_nm,Wavelength_Offset_nm,Verification_Status
1,281.93,578.0,Unknown,,,UNREGISTERED
1,287.13,159.0,Unknown,,,UNREGISTERED
1,302.33,164.0,Unknown,,,UNREGISTERED
1,308.24,174.0,Al I,308.22,0.02,VERIFIED
1,310.46,245.0,Unknown,,,UNREGISTERED
1,311.19,216.0,Unknown,,,UNREGISTERED
1,314.52,154.0,Unknown,,,UNREGISTERED
1,319.31,406.0,Unknown,,,UNREGISTERED
1,556.86,295.0,Unknown,,,UNREGISTERED
1,558.23,535.0,Unknown,,,UNREGISTERED
1,562.33,183.0,Unknown,,,UNREGISTERED
1,586.11,203.0,Unknown,,,UNREGISTERED
1,614.35,176.0,Unknown,,,UNREGISTERED
1,616.02,163.0,Unknown,,,UNREGISTERED
1,616.69,202.0,Unknown,,,UNREGISTERED
1,618.03,182.0,Unknown,,,UNREGISTERED
1,634.99,162.0,Unknown,,,UNREGISTERED
1,777.36,156.0,O I,777.19,0.17,VERIFIED
1,841.45,153.0,Unknown,,,UNREGISTERED
1,842.04,180.0,Unknown,,,UNREGISTERED
