Wavelength,Response count
153.21,324
153.62,348
154.02,300
154.42,284
154.83,348
155.23,332
155.63,276
156.03,335
156.44,266
156.84,313
157.24,357
157.64,263
158.05,301
158.45,333
158.85,370
159.25,360
159.65,298
160.05,345
160.46,402
160.86,317
161.26,333
161.66,391
162.06,358
162.46,336
162.86,335
163.26,321
163.66,315
164.06,312
164.46,554
164.86,716
165.26,665
165.66,694
166.06,696
166.46,667
166.86,803
167.26,726
167.66,673
168.06,729
168.45,740
168.85,730
169.25,765
169.65,821
170.05,775
170.45,728
170.84,684
171.24,790
171.64,805
172.04,747
172.43,886
172.83,694
173.23,735
173.63,818
174.02,742
174.42,760
174.82,820
175.21,768
175.61,746
176.01,774
176.4,726
176.8,671
177.2,833
177.59,717
177.99,771
178.38,688
178.78,776
179.18,759
179.57,729
179.97,717
180.36,707
180.76,718
181.15,769
181.55,731
181.94,762
182.34,763
182.73,688
183.12,720
183.52,752
183.91,773
184.31,701
184.7,670
185.1,748
185.49,738
185.88,765
186.28,770
186.67,737
187.06,767
187.46,768
187.85,802
188.24,777
188.64,783
189.03,732
189.42,742
189.81,803
190.21,716
190.6,809
190.99,730
191.38,771
191.77,789
192.17,726
192.56,719
192.95,649
193.34,695
193.73,744
194.12,698
194.52,715
194.91,644
195.3,642
195.69,767
196.08,680
196.47,745
196.86,737
197.25,801
197.64,768
198.03,643
198.42,766
198.81,826
199.2,786
199.59,750
199.98,723
200.37,751
200.76,743
201.15,770
201.54,813
201.93,689
202.32,688
202.71,761
203.1,792
203.49,781
203.88,705
204.27,783
204.66,716
205.04,725
205.43,702
205.82,788
206.21,770
206.6,731
206.99,702
207.37,720
207.76,762
208.15,712
208.54,760
208.93,816
209.31,735
209.7,805
210.09,752
210.48,722
210.86,737
211.25,731
211.64,655
212.02,735
212.41,791
212.8,734
213.18,698
213.57,757
213.96,764
214.34,650
214.73,732
215.12,751
215.5,671
215.89,799
216.27,791
216.66,816
217.05,754
217.43,750
217.82,712
218.2,762
218.59,642
218.97,761
219.36,728
219.74,760
220.13,771
220.51,734
220.9,825
221.28,765
221.67,767
222.05,801
222.44,782
222.82,701
223.21,681
223.59,696
223.98,715
224.36,776
224.74,703
225.13,680
225.51,659
225.9,756
226.28,689
226.66,682
227.05,734
227.43,737
227.81,715
228.2,647
228.58,737
228.96,751
229.35,739
229.73,708
230.11,706
230.49,761
230.88,774
231.26,744
231.64,756
232.03,728
232.41,757
232.79,782
233.17,703
233.55,625
233.94,737
234.32,722
234.7,703
235.08,724
235.46,754
235.85,689
236.23,762
236.61,712
236.99,753
237.37,682
237.75,706
238.13,758
238.52,713
238.9,698
239.28,693
239.66,755
240.04,691
240.42,794
240.8,737
241.18,756
241.56,792
241.94,726
242.32,756
242.7,770
243.08,710
243.46,733
243.84,736
244.22,716
244.6,681
244.98,792
245.36,766
245.74,751
246.12,675
246.5,705
246.88,750
247.26,802
247.64,744
248.02,751
248.4,731
248.78,701
249.16,670
249.54,666
249.92,816
250.3,754
250.67,760
251.05,720
251.43,737
251.81,835
252.19,739
