Wavelength,Response count
153.21,361
153.62,342
154.02,292
154.42,328
154.83,274
155.23,333
155.63,292
156.03,319
156.44,368
156.84,288
157.24,295
157.64,290
158.05,278
158.45,353
158.85,292
159.25,387
159.65,415
160.05,393
160.46,313
160.86,337
161.26,360
161.66,317
162.06,370
162.46,290
162.86,288
163.26,347
163.66,285
164.06,353
164.46,485
164.86,595
165.26,629
165.66,626
166.06,542
166.46,515
166.86,618
167.26,534
167.66,514
168.06,615
168.45,599
168.85,603
169.25,548
169.65,640
170.05,578
170.45,536
170.84,596
171.24,699
171.64,625
172.04,620
172.43,572
172.83,619
173.23,621
173.63,647
174.02,659
174.42,571
174.82,597
175.21,612
175.61,598
176.01,569
176.4,660
176.8,660
177.2,633
177.59,586
177.99,667
178.38,647
178.78,610
179.18,656
179.57,649
179.97,664
180.36,624
180.76,614
181.15,625
181.55,623
181.94,592
182.34,625
182.73,490
183.12,528
183.52,591
183.91,637
184.31,629
184.7,578
185.1,592
185.49,548
185.88,576
186.28,555
186.67,628
187.06,582
187.46,577
187.85,587
188.24,567
188.64,654
189.03,597
189.42,612
189.81,637
190.21,544
190.6,554
190.99,637
191.38,516
191.77,604
192.17,636
192.56,628
192.95,537
193.34,545
193.73,597
194.12,586
194.52,560
194.91,570
195.3,559
195.69,584
196.08,590
196.47,548
196.86,567
197.25,652
197.64,560
198.03,631
198.42,609
198.81,699
199.2,592
199.59,631
199.98,610
200.37,568
200.76,574
201.15,552
201.54,638
201.93,571
202.32,553
202.71,569
203.1,515
203.49,565
203.88,553
204.27,625
204.66,635
205.04,526
205.43,617
205.82,612
206.21,604
206.6,575
206.99,557
207.37,624
207.76,662
208.15,603
208.54,607
208.93,591
209.31,604
209.7,598
210.09,574
210.48,626
210.86,587
211.25,529
211.64,584
212.02,572
212.41,554
212.8,608
213.18,463
213.57,568
213.96,557
214.34,641
214.73,548
215.12,578
215.5,554
215.89,614
216.27,619
216.66,559
217.05,554
217.43,578
217.82,591
218.2,672
218.59,680
218.97,564
219.36,617
219.74,541
220.13,580
220.51,515
220.9,616
221.28,611
221.67,563
222.05,570
222.44,659
222.82,699
223.21,515
223.59,587
223.98,638
224.36,554
224.74,537
225.13,544
225.51,588
225.9,622
226.28,585
226.66,588
227.05,526
227.43,477
227.81,624
228.2,526
228.58,592
228.96,588
229.35,616
229.73,513
230.11,569
230.49,516
230.88,559
231.26,490
231.64,577
232.03,572
232.41,606
232.79,627
233.17,558
233.55,581
233.94,514
234.32,630
234.7,516
235.08,676
235.46,545
235.85,664
236.23,623
236.61,575
236.99,537
237.37,558
237.75,621
238.13,601
238.52,615
238.9,492
239.28,539
239.66,525
240.04,566
240.42,592
240.8,528
241.18,477
241.56,535
241.94,599
242.32,606
242.7,610
243.08,575
243.46,640
243.84,657
244.22,631
244.6,568
244.98,542
245.36,593
245.74,558
246.12,514
246.5,488
246.88,488
247.26,563
247.64,532
248.02,596
248.4,580
248.78,572
249.16,528
249.54,699
249.92,663
250.3,602
250.67,586
251.05,611
251.43,631
251.81,521
252.19,561
252.57,593
252.95,643
253.32,522
253.7,649
254.08,522
254.46,633
254.84,606
255.21,617
255.59,521
255.97,588
256.35,609
256.73,637
257.1,564
257.48,619
257.86,574
258.24,678
258.61,627
258.99,594
259.37,514
259.75,631
260.12,553
260.5,603
260.88,593
261.25,542
261.63,641
262.01,552
262.38,558
262.76,588
263.14,542
263.51,509
263.89,584
264.27,600
264.64,639
265.02,502
265.4,631
265.77,550
266.15,547
266.52,640
266.9,598
267.28,615
267.65,607
268.03,584
268.4,559
268.78,596
269.15,545
269.53,531
269.91,499
270.28,519
270.66,626
271.03,547
271.41,598
271.78,556
272.16,603
272.53,649
272.91,625
273.28,554
273.66,536
274.03,690
274.41,639
274.78,516
275.16,538
275.53,560
275.9,537
276.28,618
276.65,625
277.03,558
277.4,561
277.78,588
278.15,575
278.52,558
278.9,605
279.27,670
279.65,629
280.02,615
280.39,584
280.77,575
281.14,523
281.51,573
281.89,644
282.26,570
282.64,544
283.01,627
283.38,578
283.76,613
284.13,579
284.5,598
284.87,656
285.25,552
285.62,569
285.99,578
286.37,516
286.74,571
287.11,673
287.48,692
287.86,613
288.23,592
288.6,642
288.97,660
289.35,575
289.72,596
290.09,616
290.46,660
290.84,642
291.21,638
291.58,632
291.95,684
292.32,627
292.7,615
293.07,671
293.44,604
293.81,602
294.18,657
294.56,635
294.93,545
295.3,647
295.67,572
296.04,612
296.41,588
296.78,610
297.16,682
297.53,591
297.9,565
298.27,567
298.64,687
299.01,649
299.38,695
299.75,668
300.12,643
300.5,608
300.87,743
301.24,650
301.61,715
301.98,562
302.35,641
302.72,710
303.09,694
303.46,618
303.83,632
304.2,760
304.57,684
304.94,754
305.31,677
305.68,658
306.05,736
306.42,724
306.79,703
307.16,738
307.53,612
307.9,731
308.27,772
308.64,708
309.01,653
309.38,744
309.75,754
310.12,729
310.49,741
310.86,769
311.23,646
311.6,680
311.97,805
312.34,744
312.7,704
313.07,780
313.44,753
313.81,713
314.18,692
314.55,722
314.92,815
315.29,805
315.66,775
316.02,780
316.39,707
316.76,813
317.13,831
317.5,824
317.87,730
318.24,700
318.6,767
318.97,759
319.34,781
319.71,772
320.08,877
320.45,804
320.81,775
321.18,801
321.55,827
321.92,734
322.29,885
322.65,747
323.02,772
323.39,934
323.76,892
324.13,803
324.49,863
324.86,871
325.23,846
325.6,833
325.96,808
326.33,801
326.7,841
327.07,794
327.43,910
327.8,805
328.17,868
328.54,892
328.9,897
329.27,920
329.64,837
330.0,856
330.37,880
330.74,845
331.1,783
331.47,743
331.84,768
332.2,714
332.57,731
332.94,696
333.3,711
333.67,705
334.04,753
334.4,671
334.77,703
335.14,702
335.5,609
335.87,707
336.24,621
336.6,608
336.97,698
337.33,640
337.7,671
338.07,678
338.43,628
338.8,462
339.17,617
339.53,633
339.9,692
340.26,597
340.63,651
340.99,617
341.36,647
341.73,560
342.09,677
342.46,572
342.82,610
343.19,599
343.55,606
343.92,598
344.28,556
344.65,525
345.01,589
345.38,616
345.75,604
346.11,585
346.48,589
346.84,668
347.21,661
347.57,550
347.94,671
348.3,632
348.67,622
349.03,703
349.39,594
349.76,631
350.12,631
350.49,604
350.85,628
351.22,610
351.58,663
351.95,603
352.31,603
352.68,599
353.04,581
353.4,533
353.77,596
354.13,617
354.5,541
354.86,653
355.23,581
355.59,608
355.95,643
356.32,603
356.68,640
357.05,596
357.41,620
357.77,565
358.14,517
358.5,685
358.86,657
359.23,583
359.59,616
359.96,512
360.32,531
360.68,525
361.05,571
361.41,566
361.77,610
362.14,575
362.5,640
362.86,486
363.23,651
363.59,636
363.95,604
364.32,479
364.68,580
365.04,563
365.41,686
365.77,541
366.13,520
366.49,565
366.86,560
367.22,602
367.58,488
367.95,489
368.31,516
368.67,604
369.03,538
369.4,534
369.76,512
370.12,530
370.48,586
370.85,527
371.21,648
371.57,553
371.93,608
372.3,631
372.66,558
373.02,519
373.38,662
373.74,650
374.11,521
