Measurement_ID,Time,Operation_Mode,Measurement_Type,Delay_Time_us,Integration_Time_us,Number_of_Pulses,X_Factor,Laser_Energy_V,Laser_Pump_Current_A,PRR_Hz,On_Off_Status
1,2023-08-31 01:53:37,ASLF,Plasma,0.375,2000,20,1,3201,95,5,1
2,2023-08-31 01:53:38,ASLF,Plasma,0.375,2000,20,1,3191,95,5,1
3,2023-08-31 01:53:39,ASLF,Plasma,0.375,2000,20,1,3198,95,5,1
4,2023-08-31 01:53:39,ASLF,Plasma,0.375,2000,20,1,3167,95,5,1
5,2023-08-31 01:53:40,ASLF,Plasma,0.375,2000,20,1,3205,95,5,1
6,2023-08-31 01:53:41,ASLF,Plasma,0.375,2000,20,1,3160,95,5,1
7,2023-08-31 01:53:42,ASLF,Plasma,0.375,2000,20,1,3187,95,5,1
