Measurement_ID,Detected_Wavelength_nm,Peak_Intensity_counts,NIST_Element,NIST_Wavelength_nm,Wavelength_Offset_nm,Verification_Status
1,258.82,161.0,Unknown,,,UNREGISTERED
1,281.93,472.0,Unknown,,,UNREGISTERED
1,282.67,358.0,Unknown,,,UNREGISTERED
1,283.42,308.0,Unknown,,,UNREGISTERED
1,299.74,157.0,Unknown,,,UNREGISTERED
1,306.39,151.0,Unknown,,,UNREGISTERED
1,310.46,152.0,Unknown,,,UNREGISTERED
1,410.97,155.0,Unknown,,,UNREGISTERED
1,545.21,162.0,Unknown,,,UNREGISTERED
1,556.52,319.0,Unknown,,,UNREGISTERED
1,557.2,305.0,Unknown,,,UNREGISTERED
1,557.89,234.0,Unknown,,,UNREGISTERED
1,561.65,163.0,Unknown,,,UNREGISTERED
1,790.3,215.0,Unknown,,,UNREGISTERED
1,838.76,158.0,Unknown,,,UNREGISTERED
1,841.45,201.0,Unknown,,,UNREGISTERED
1,842.34,224.0,Unknown,,,UNREGISTERED
