Wavelength,Response count
153.21,393
153.62,531
154.02,510
154.42,425
154.83,404
155.23,440
155.63,392
156.03,439
156.44,482
156.84,519
157.24,438
157.64,350
158.05,467
158.45,456
158.85,460
159.25,523
159.65,476
160.05,476
160.46,440
160.86,509
161.26,545
161.66,587
162.06,428
162.46,499
162.86,483
163.26,462
163.66,518
164.06,437
164.46,707
164.86,676
165.26,730
165.66,663
166.06,802
166.46,738
166.86,736
167.26,779
167.66,719
168.06,718
168.45,703
168.85,744
169.25,690
169.65,740
170.05,689
170.45,695
170.84,670
171.24,724
171.64,727
172.04,717
172.43,754
172.83,735
173.23,721
173.63,739
174.02,769
174.42,747
174.82,708
175.21,715
175.61,686
176.01,710
176.4,744
176.8,803
177.2,685
177.59,710
177.99,729
178.38,716
178.78,828
179.18,710
179.57,765
179.97,645
180.36,778
180.76,763
181.15,659
181.55,723
181.94,760
182.34,727
182.73,758
183.12,736
183.52,660
183.91,664
184.31,656
184.7,756
185.1,701
185.49,712
185.88,757
186.28,812
186.67,767
187.06,802
187.46,777
187.85,729
188.24,735
188.64,751
189.03,649
189.42,782
189.81,742
190.21,812
190.6,748
190.99,738
191.38,680
191.77,726
192.17,778
192.56,772
192.95,750
193.34,808
193.73,681
194.12,756
194.52,699
194.91,720
195.3,771
195.69,837
196.08,692
196.47,740
196.86,732
197.25,832
197.64,768
198.03,707
198.42,678
198.81,775
199.2,812
199.59,690
199.98,799
200.37,752
200.76,762
201.15,803
201.54,859
201.93,810
202.32,750
202.71,781
203.1,868
203.49,828
203.88,738
204.27,826
204.66,742
205.04,742
205.43,789
205.82,767
206.21,744
206.6,814
206.99,765
207.37,701
207.76,809
208.15,822
208.54,808
208.93,696
209.31,764
209.7,776
210.09,747
210.48,774
210.86,753
211.25,691
211.64,699
212.02,729
212.41,711
212.8,734
213.18,768
213.57,751
213.96,722
214.34,732
214.73,680
215.12,763
215.5,682
215.89,701
216.27,750
216.66,699
217.05,791
217.43,814
217.82,789
218.2,756
218.59,777
218.97,770
219.36,726
219.74,681
220.13,761
220.51,751
220.9,776
221.28,806
221.67,777
222.05,724
222.44,780
222.82,731
223.21,780
223.59,723
223.98,737
224.36,769
224.74,793
225.13,732
225.51,693
225.9,777
226.28,707
226.66,701
227.05,732
227.43,683
227.81,759
228.2,745
228.58,733
228.96,766
229.35,790
229.73,829
230.11,788
230.49,748
230.88,688
231.26,734
231.64,749
232.03,679
232.41,762
232.79,725
233.17,730
233.55,728
233.94,737
234.32,720
234.7,696
235.08,738
235.46,750
235.85,710
236.23,768
236.61,795
236.99,832
237.37,758
237.75,698
238.13,753
238.52,794
238.9,795
239.28,759
239.66,776
240.04,732
240.42,763
240.8,660
241.18,778
241.56,754
241.94,739
242.32,771
242.7,721
243.08,719
243.46,721
243.84,774
244.22,735
244.6,772
244.98,770
245.36,747
245.74,796
246.12,702
246.5,732
246.88,723
247.26,694
247.64,772
248.02,779
248.4,720
248.78,768
249.16,743
249.54,744
249.92,734
250.3,682
250.67,729
251.05,732
251.43,749
251.81,793
252.19,776
252.57,679
252.95,688
253.32,710
253.7,652
254.08,750
254.46,736
254.84,702
255.21,673
255.59,784
255.97,725
256.35,668
256.73,758
257.1,788
257.48,774
257.86,680
258.24,710
258.61,718
258.99,754
259.37,816
259.75,709
260.12,746
260.5,727
260.88,801
261.25,664
261.63,768
262.01,736
262.38,677
262.76,704
263.14,723
263.51,748
263.89,793
264.27,790
264.64,711
265.02,747
265.4,789
265.77,784
266.15,771
266.52,760
266.9,748
267.28,750
267.65,742
268.03,735
268.4,778
268.78,770
269.15,677
269.53,673
269.91,724
270.28,723
270.66,669
271.03,753
271.41,759
271.78,764
272.16,717
272.53,737
272.91,696
273.28,694
273.66,664
274.03,742
274.41,774
274.78,687
275.16,762
275.53,672
275.9,818
276.28,772
276.65,716
277.03,715
277.4,783
277.78,809
278.15,735
278.52,673
278.9,685
279.27,713
279.65,746
280.02,701
280.39,788
280.77,757
281.14,788
281.51,781
281.89,779
282.26,683
282.64,772
283.01,666
283.38,666
283.76,732
284.13,735
284.5,823
284.87,807
285.25,789
285.62,708
285.99,726
286.37,686
286.74,702
287.11,779
287.48,775
287.86,668
288.23,714
288.6,699
288.97,754
289.35,668
289.72,827
290.09,704
290.46,684
290.84,779
291.21,741
291.58,873
291.95,747
292.32,722
292.7,815
293.07,694
293.44,684
293.81,673
294.18,708
294.56,758
294.93,744
295.3,687
295.67,723
296.04,759
296.41,716
296.78,720
297.16,691
297.53,792
297.9,784
298.27,663
298.64,779
299.01,617
299.38,648
299.75,628
300.12,718
300.5,708
300.87,804
301.24,783
301.61,734
301.98,620
302.35,756
302.72,746
303.09,752
303.46,647
303.83,796
304.2,794
304.57,737
304.94,709
305.31,757
305.68,776
306.05,743
306.42,750
306.79,680
307.16,664
307.53,792
307.9,744
308.27,707
308.64,722
309.01,758
309.38,835
309.75,742
310.12,808
310.49,662
310.86,769
311.23,732
311.6,777
311.97,748
312.34,776
312.7,772
313.07,763
313.44,742
313.81,761
314.18,735
314.55,764
314.92,729
315.29,753
315.66,756
316.02,786
316.39,740
316.76,706
317.13,740
317.5,707
317.87,777
318.24,689
318.6,779
318.97,816
319.34,734
319.71,765
320.08,676
320.45,769
320.81,715
321.18,704
321.55,814
321.92,748
322.29,812
322.65,710
323.02,881
323.39,759
323.76,802
324.13,792
324.49,870
324.86,752
325.23,693
325.6,803
325.96,782
326.33,727
326.7,784
327.07,796
327.43,799
327.8,797
328.17,806
328.54,772
328.9,835
329.27,764
329.64,737
330.0,711
330.37,728
330.74,740
331.1,787
331.47,748
331.84,775
332.2,751
332.57,753
332.94,794
333.3,619
333.67,792
334.04,737
334.4,730
334.77,775
335.14,821
335.5,818
335.87,731
336.24,804
336.6,793
336.97,767
337.33,673
337.7,812
338.07,745
338.43,670
338.8,805
339.17,818
339.53,732
339.9,687
340.26,739
340.63,743
340.99,682
341.36,845
341.73,736
342.09,780
342.46,837
342.82,776
343.19,737
343.55,762
343.92,744
344.28,740
344.65,691
345.01,777
345.38,723
345.75,822
346.11,785
346.48,840
346.84,733
