Measurement_ID,Detected_Wavelength_nm,Peak_Intensity_counts,NIST_Element,NIST_Wavelength_nm,Wavelength_Offset_nm,Verification_Status
1,238.95,154.0,Unknown,,,UNREGISTERED
1,253.58,294.0,Unknown,,,UNREGISTERED
1,254.7,235.0,Unknown,,,UNREGISTERED
1,255.82,193.0,Unknown,,,UNREGISTERED
1,260.31,170.0,Unknown,,,UNREGISTERED
1,261.06,200.0,Unknown,,,UNREGISTERED
1,263.67,202.0,Unknown,,,UNREGISTERED
1,264.42,178.0,Unknown,,,UNREGISTERED
1,268.9,199.0,Unknown,,,UNREGISTERED
1,273.74,154.0,Unknown,,,UNREGISTERED
1,275.6,204.0,Unknown,,,UNREGISTERED
1,276.72,265.0,Unknown,,,UNREGISTERED
1,277.84,243.0,Unknown,,,UNREGISTERED
1,278.95,332.0,Unknown,,,UNREGISTERED
1,281.19,2395.0,Unknown,,,UNREGISTERED
1,285.27,278.0,Mg I,285.21,0.06,VERIFIED
1,286.39,460.0,Unknown,,,UNREGISTERED
1,288.62,297.0,Si I,288.16,0.46,VERIFIED
1,289.36,524.0,Unknown,,,UNREGISTERED
1,290.1,518.0,Unknown,,,UNREGISTERED
1,291.59,178.0,Unknown,,,UNREGISTERED
1,292.7,304.0,Unknown,,,UNREGISTERED
1,294.55,348.0,Unknown,,,UNREGISTERED
1,295.29,459.0,Unknown,,,UNREGISTERED
1,296.4,199.0,Unknown,,,UNREGISTERED
1,297.14,202.0,Unknown,,,UNREGISTERED
1,297.89,300.0,Unknown,,,UNREGISTERED
1,298.63,273.0,Unknown,,,UNREGISTERED
1,299.74,303.0,Unknown,,,UNREGISTERED
1,300.85,240.0,Unknown,,,UNREGISTERED
1,301.96,262.0,Unknown,,,UNREGISTERED
1,303.07,316.0,Unknown,,,UNREGISTERED
1,303.81,370.0,Unknown,,,UNREGISTERED
1,304.55,254.0,Unknown,,,UNREGISTERED
1,305.65,356.0,Unknown,,,UNREGISTERED
1,306.76,310.0,Unknown,,,UNREGISTERED
1,307.87,339.0,Al I,308.22,0.35,VERIFIED
1,310.83,1032.0,Unknown,,,UNREGISTERED
1,312.3,631.0,Unknown,,,UNREGISTERED
1,313.78,357.0,Unknown,,,UNREGISTERED
1,314.52,411.0,Unknown,,,UNREGISTERED
1,315.25,432.0,Unknown,,,UNREGISTERED
1,316.36,506.0,Unknown,,,UNREGISTERED
1,317.46,832.0,Unknown,,,UNREGISTERED
1,318.2,1078.0,Unknown,,,UNREGISTERED
1,320.04,1346.0,Unknown,,,UNREGISTERED
1,321.88,732.0,Unknown,,,UNREGISTERED
1,322.99,549.0,Unknown,,,UNREGISTERED
1,325.19,470.0,Unknown,,,UNREGISTERED
1,325.93,469.0,Unknown,,,UNREGISTERED
1,326.67,421.0,Unknown,,,UNREGISTERED
1,327.4,534.0,Unknown,,,UNREGISTERED
1,328.5,417.0,Unknown,,,UNREGISTERED
1,330.34,390.0,Unknown,,,UNREGISTERED
1,332.54,334.0,Unknown,,,UNREGISTERED
1,334.01,355.0,Unknown,,,UNREGISTERED
1,335.11,290.0,Ti II,334.94,0.17,VERIFIED
1,335.84,372.0,Unknown,,,UNREGISTERED
1,337.31,386.0,Unknown,,,UNREGISTERED
1,338.04,310.0,Unknown,,,UNREGISTERED
1,339.14,305.0,Unknown,,,UNREGISTERED
1,339.88,338.0,Unknown,,,UNREGISTERED
1,341.34,270.0,Unknown,,,UNREGISTERED
1,343.54,337.0,Unknown,,,UNREGISTERED
1,344.64,373.0,Unknown,,,UNREGISTERED
1,346.1,311.0,Unknown,,,UNREGISTERED
1,347.56,334.0,Unknown,,,UNREGISTERED
1,348.29,350.0,Unknown,,,UNREGISTERED
1,349.39,367.0,Unknown,,,UNREGISTERED
1,351.21,246.0,Unknown,,,UNREGISTERED
1,351.95,212.0,Unknown,,,UNREGISTERED
1,352.68,267.0,Unknown,,,UNREGISTERED
1,353.77,296.0,Unknown,,,UNREGISTERED
1,355.23,315.0,Unknown,,,UNREGISTERED
1,356.69,324.0,Unknown,,,UNREGISTERED
1,357.78,317.0,Unknown,,,UNREGISTERED
1,358.88,447.0,Unknown,,,UNREGISTERED
1,359.61,437.0,Unknown,,,UNREGISTERED
1,360.33,464.0,Unknown,,,UNREGISTERED
1,361.43,636.0,Unknown,,,UNREGISTERED
1,362.15,560.0,Unknown,,,UNREGISTERED
1,363.61,517.0,Unknown,,,UNREGISTERED
1,365.07,523.0,Unknown,,,UNREGISTERED
1,366.16,449.0,Unknown,,,UNREGISTERED
1,367.61,449.0,Unknown,,,UNREGISTERED
1,368.7,362.0,Unknown,,,UNREGISTERED
1,369.43,356.0,Unknown,,,UNREGISTERED
1,370.52,361.0,Unknown,,,UNREGISTERED
1,371.61,401.0,Unknown,,,UNREGISTERED
1,372.34,463.0,Unknown,,,UNREGISTERED
1,373.79,447.0,Fe I,373.49,0.3,VERIFIED
1,374.88,559.0,Unknown,,,UNREGISTERED
1,375.6,604.0,Unknown,,,UNREGISTERED
1,377.05,647.0,Unknown,,,UNREGISTERED
1,378.5,555.0,Unknown,,,UNREGISTERED
1,379.59,496.0,Unknown,,,UNREGISTERED
1,381.04,394.0,Unknown,,,UNREGISTERED
1,382.13,408.0,Unknown,,,UNREGISTERED
1,384.3,615.0,Unknown,,,UNREGISTERED
1,385.38,554.0,Unknown,,,UNREGISTERED
1,386.47,629.0,Fe I,385.99,0.48,VERIFIED
1,387.19,599.0,Unknown,,,UNREGISTERED
1,388.64,520.0,Unknown,,,UNREGISTERED
1,389.36,524.0,Unknown,,,UNREGISTERED
1,390.08,477.0,Si I,390.55,0.47,VERIFIED
1,391.17,499.0,Unknown,,,UNREGISTERED
1,392.25,398.0,Unknown,,,UNREGISTERED
1,394.05,647.0,Al I,394.4,0.35,VERIFIED
1,396.94,2386.0,Ca II,396.85,0.09,VERIFIED
1,400.54,1924.0,Unknown,,,UNREGISTERED
1,402.7,419.0,Unknown,,,UNREGISTERED
1,404.5,373.0,Fe I,404.58,0.08,VERIFIED
1,405.94,391.0,Unknown,,,UNREGISTERED
1,407.38,346.0,Unknown,,,UNREGISTERED
1,408.82,408.0,Unknown,,,UNREGISTERED
1,410.25,598.0,Unknown,,,UNREGISTERED
1,411.69,659.0,Unknown,,,UNREGISTERED
1,412.41,571.0,Unknown,,,UNREGISTERED
1,413.84,568.0,Unknown,,,UNREGISTERED
1,414.92,501.0,Unknown,,,UNREGISTERED
1,416.35,610.0,Unknown,,,UNREGISTERED
1,417.43,549.0,Unknown,,,UNREGISTERED
1,418.86,400.0,Unknown,,,UNREGISTERED
1,420.29,441.0,Unknown,,,UNREGISTERED
1,421.01,356.0,Unknown,,,UNREGISTERED
1,422.44,337.0,Ca I,422.67,0.23,VERIFIED
1,423.16,382.0,Ca I,422.67,0.49,VERIFIED
1,424.23,313.0,Unknown,,,UNREGISTERED
1,424.95,442.0,Unknown,,,UNREGISTERED
1,426.73,428.0,Unknown,,,UNREGISTERED
1,427.45,492.0,Unknown,,,UNREGISTERED
1,428.88,338.0,Unknown,,,UNREGISTERED
1,430.66,383.0,Unknown,,,UNREGISTERED
1,432.45,394.0,Unknown,,,UNREGISTERED
1,433.16,449.0,Unknown,,,UNREGISTERED
1,433.87,414.0,Unknown,,,UNREGISTERED
1,434.94,378.0,Unknown,,,UNREGISTERED
1,436.37,364.0,Unknown,,,UNREGISTERED
1,437.44,371.0,Unknown,,,UNREGISTERED
1,438.15,435.0,Fe I,438.36,0.21,VERIFIED
1,439.93,395.0,Unknown,,,UNREGISTERED
1,441.0,317.0,Unknown,,,UNREGISTERED
1,441.71,409.0,Unknown,,,UNREGISTERED
1,443.48,359.0,Unknown,,,UNREGISTERED
1,444.2,282.0,Unknown,,,UNREGISTERED
1,445.26,360.0,Unknown,,,UNREGISTERED
1,446.68,374.0,Unknown,,,UNREGISTERED
1,448.1,475.0,Unknown,,,UNREGISTERED
1,449.17,373.0,Unknown,,,UNREGISTERED
1,450.23,457.0,Unknown,,,UNREGISTERED
1,451.3,433.0,Unknown,,,UNREGISTERED
1,453.07,397.0,Unknown,,,UNREGISTERED
1,453.78,333.0,Unknown,,,UNREGISTERED
1,454.84,299.0,Unknown,,,UNREGISTERED
1,456.26,327.0,Unknown,,,UNREGISTERED
1,456.97,352.0,Unknown,,,UNREGISTERED
1,458.03,397.0,Unknown,,,UNREGISTERED
1,458.74,310.0,Unknown,,,UNREGISTERED
1,459.44,393.0,Unknown,,,UNREGISTERED
1,460.5,388.0,Unknown,,,UNREGISTERED
1,461.56,352.0,Unknown,,,UNREGISTERED
1,462.98,353.0,Unknown,,,UNREGISTERED
1,463.68,298.0,Unknown,,,UNREGISTERED
1,464.74,322.0,Unknown,,,UNREGISTERED
1,465.8,309.0,Unknown,,,UNREGISTERED
1,466.51,390.0,Unknown,,,UNREGISTERED
1,467.57,389.0,Unknown,,,UNREGISTERED
1,468.63,414.0,Unknown,,,UNREGISTERED
1,469.33,350.0,Unknown,,,UNREGISTERED
1,470.04,476.0,Unknown,,,UNREGISTERED
1,470.74,298.0,Unknown,,,UNREGISTERED
1,471.45,382.0,Unknown,,,UNREGISTERED
1,472.15,305.0,Unknown,,,UNREGISTERED
1,473.21,272.0,Unknown,,,UNREGISTERED
1,473.91,292.0,Unknown,,,UNREGISTERED
1,475.67,380.0,Unknown,,,UNREGISTERED
1,477.08,328.0,Unknown,,,UNREGISTERED
1,478.48,272.0,Unknown,,,UNREGISTERED
1,479.54,275.0,Unknown,,,UNREGISTERED
1,480.24,250.0,Unknown,,,UNREGISTERED
1,481.3,284.0,Unknown,,,UNREGISTERED
1,482.35,295.0,Unknown,,,UNREGISTERED
1,483.75,313.0,Unknown,,,UNREGISTERED
1,484.81,386.0,Unknown,,,UNREGISTERED
1,485.86,337.0,Unknown,,,UNREGISTERED
1,486.56,206.0,Unknown,,,UNREGISTERED
1,487.61,306.0,Unknown,,,UNREGISTERED
1,488.66,308.0,Unknown,,,UNREGISTERED
1,489.71,238.0,Unknown,,,UNREGISTERED
1,490.76,272.0,Unknown,,,UNREGISTERED
1,491.46,325.0,Unknown,,,UNREGISTERED
1,492.86,261.0,Unknown,,,UNREGISTERED
1,494.61,354.0,Unknown,,,UNREGISTERED
1,495.31,215.0,Unknown,,,UNREGISTERED
1,497.41,213.0,Unknown,,,UNREGISTERED
1,499.5,249.0,Unknown,,,UNREGISTERED
1,500.55,300.0,Unknown,,,UNREGISTERED
1,501.6,252.0,Unknown,,,UNREGISTERED
1,502.99,212.0,Unknown,,,UNREGISTERED
1,504.73,245.0,Unknown,,,UNREGISTERED
1,506.13,305.0,Unknown,,,UNREGISTERED
1,506.82,347.0,Unknown,,,UNREGISTERED
1,507.87,405.0,Unknown,,,UNREGISTERED
1,508.91,356.0,Unknown,,,UNREGISTERED
1,509.61,322.0,Unknown,,,UNREGISTERED
1,510.65,315.0,Unknown,,,UNREGISTERED
1,511.69,256.0,Unknown,,,UNREGISTERED
1,513.08,158.0,Unknown,,,UNREGISTERED
1,514.47,170.0,Unknown,,,UNREGISTERED
1,516.21,156.0,Unknown,,,UNREGISTERED
1,516.9,234.0,Unknown,,,UNREGISTERED
1,517.6,200.0,Unknown,,,UNREGISTERED
1,518.29,180.0,Mg I,518.36,0.07,VERIFIED
1,520.72,195.0,Unknown,,,UNREGISTERED
1,521.41,229.0,Unknown,,,UNREGISTERED
1,522.45,232.0,Unknown,,,UNREGISTERED
1,523.83,184.0,Unknown,,,UNREGISTERED
1,525.91,200.0,Unknown,,,UNREGISTERED
1,526.95,238.0,Unknown,,,UNREGISTERED
1,528.33,215.0,Unknown,,,UNREGISTERED
1,530.75,196.0,Unknown,,,UNREGISTERED
1,539.36,158.0,Unknown,,,UNREGISTERED
1,541.09,158.0,Unknown,,,UNREGISTERED
1,555.49,165.0,Unknown,,,UNREGISTERED
1,558.23,178.0,Unknown,,,UNREGISTERED
1,561.3,610.0,Unknown,,,UNREGISTERED
1,562.67,439.0,Unknown,,,UNREGISTERED
1,568.12,213.0,Unknown,,,UNREGISTERED
1,597.24,174.0,Unknown,,,UNREGISTERED
1,604.97,151.0,Unknown,,,UNREGISTERED
1,612.68,152.0,Unknown,,,UNREGISTERED
1,613.35,170.0,Unknown,,,UNREGISTERED
1,615.02,153.0,Unknown,,,UNREGISTERED
1,621.03,232.0,Unknown,,,UNREGISTERED
1,630.68,158.0,Unknown,,,UNREGISTERED
1,634.33,169.0,Unknown,,,UNREGISTERED
1,636.32,220.0,Unknown,,,UNREGISTERED
1,638.3,353.0,Unknown,,,UNREGISTERED
1,639.63,182.0,Unknown,,,UNREGISTERED
1,643.59,176.0,Unknown,,,UNREGISTERED
1,678.66,169.0,Unknown,,,UNREGISTERED
1,717.96,182.0,Unknown,,,UNREGISTERED
1,723.37,166.0,Unknown,,,UNREGISTERED
1,748.04,193.0,Unknown,,,UNREGISTERED
1,754.0,168.0,Unknown,,,UNREGISTERED
1,754.63,159.0,Unknown,,,UNREGISTERED
1,757.45,172.0,Unknown,,,UNREGISTERED
1,758.07,162.0,Unknown,,,UNREGISTERED
1,777.97,404.0,Unknown,,,UNREGISTERED
1,779.21,221.0,Unknown,,,UNREGISTERED
1,785.69,154.0,Unknown,,,UNREGISTERED
1,786.92,225.0,Unknown,,,UNREGISTERED
1,787.54,208.0,Unknown,,,UNREGISTERED
1,793.37,197.0,Unknown,,,UNREGISTERED
1,793.99,152.0,Unknown,,,UNREGISTERED
1,814.71,184.0,Unknown,,,UNREGISTERED
1,827.68,166.0,Unknown,,,UNREGISTERED
1,842.34,168.0,Unknown,,,UNREGISTERED
