Measurement_ID,Detected_Wavelength_nm,Peak_Intensity_counts,NIST_Element,NIST_Wavelength_nm,Wavelength_Offset_nm,Verification_Status
1,627.69,167.0,Unknown,,,UNREGISTERED
3,175.41,196.0,Unknown,,,UNREGISTERED
3,176.55,218.0,Unknown,,,UNREGISTERED
3,178.08,165.0,Unknown,,,UNREGISTERED
3,179.22,161.0,Unknown,,,UNREGISTERED
3,180.36,232.0,Unknown,,,UNREGISTERED
3,181.88,242.0,Unknown,,,UNREGISTERED
3,183.02,235.0,Unknown,,,UNREGISTERED
3,186.44,202.0,Unknown,,,UNREGISTERED
3,187.58,248.0,Unknown,,,UNREGISTERED
3,189.1,150.0,Unknown,,,UNREGISTERED
3,190.24,238.0,Unknown,,,UNREGISTERED
3,192.14,213.0,Unknown,,,UNREGISTERED
3,193.66,165.0,Unknown,,,UNREGISTERED
3,195.17,250.0,Unknown,,,UNREGISTERED
3,195.93,159.0,Unknown,,,UNREGISTERED
3,197.45,242.0,Unknown,,,UNREGISTERED
3,198.96,228.0,Unknown,,,UNREGISTERED
3,200.48,236.0,Unknown,,,UNREGISTERED
3,201.24,298.0,Unknown,,,UNREGISTERED
3,203.89,228.0,Unknown,,,UNREGISTERED
3,204.64,217.0,Unknown,,,UNREGISTERED
3,205.4,182.0,Unknown,,,UNREGISTERED
3,206.54,217.0,Unknown,,,UNREGISTERED
3,207.29,234.0,Unknown,,,UNREGISTERED
3,208.05,232.0,Unknown,,,UNREGISTERED
3,209.94,199.0,Unknown,,,UNREGISTERED
3,211.07,223.0,Unknown,,,UNREGISTERED
3,211.83,230.0,Unknown,,,UNREGISTERED
3,213.72,198.0,Unknown,,,UNREGISTERED
3,214.85,310.0,Unknown,,,UNREGISTERED
3,215.98,277.0,Unknown,,,UNREGISTERED
3,217.12,202.0,Unknown,,,UNREGISTERED
3,217.87,240.0,Unknown,,,UNREGISTERED
3,219.38,252.0,Unknown,,,UNREGISTERED
3,221.27,251.0,Unknown,,,UNREGISTERED
3,222.02,246.0,Unknown,,,UNREGISTERED
3,223.15,238.0,Unknown,,,UNREGISTERED
3,224.28,238.0,Unknown,,,UNREGISTERED
3,225.41,240.0,Unknown,,,UNREGISTERED
3,227.3,261.0,Unknown,,,UNREGISTERED
3,229.56,211.0,Unknown,,,UNREGISTERED
3,230.68,287.0,Unknown,,,UNREGISTERED
3,232.19,227.0,Unknown,,,UNREGISTERED
3,234.45,237.0,Unknown,,,UNREGISTERED
3,235.95,274.0,Unknown,,,UNREGISTERED
3,237.08,168.0,Unknown,,,UNREGISTERED
3,237.83,165.0,Unknown,,,UNREGISTERED
3,238.95,296.0,Unknown,,,UNREGISTERED
3,240.08,239.0,Unknown,,,UNREGISTERED
3,240.83,224.0,Unknown,,,UNREGISTERED
3,241.96,288.0,Unknown,,,UNREGISTERED
3,243.46,288.0,Unknown,,,UNREGISTERED
3,244.21,184.0,Unknown,,,UNREGISTERED
3,244.96,287.0,Unknown,,,UNREGISTERED
3,245.71,204.0,Unknown,,,UNREGISTERED
3,247.21,166.0,Unknown,,,UNREGISTERED
3,247.96,198.0,Unknown,,,UNREGISTERED
3,249.08,167.0,Unknown,,,UNREGISTERED
3,249.83,159.0,Unknown,,,UNREGISTERED
3,250.58,188.0,Unknown,,,UNREGISTERED
3,251.71,280.0,Unknown,,,UNREGISTERED
3,253.58,223.0,Unknown,,,UNREGISTERED
3,255.07,236.0,Unknown,,,UNREGISTERED
3,256.57,214.0,Unknown,,,UNREGISTERED
