Measurement_ID,Time,Operation_Mode,Measurement_Type,Delay_Time_us,Integration_Time_us,Number_of_Pulses,X_Factor,Laser_Energy_V,Laser_Pump_Current_A,PRR_Hz,On_Off_Status
1,2023-08-28 19:12:32,ASLF,Plasma,0.375,1000,1,1,3135,95,5,1
2,2023-08-28 19:12:34,ASLF,Plasma,0.375,1000,1,1,3165,95,5,1
3,2023-08-28 19:12:36,ASLF,Plasma,0.375,1000,1,1,3167,95,5,1
4,2023-08-28 19:12:38,ASLF,Plasma,0.375,1000,1,1,3169,95,5,1
