Wavelength,Response count
153.21,344
153.62,377
154.02,390
154.42,341
154.83,296
155.23,415
155.63,367
156.03,352
156.44,343
156.84,408
157.24,262
157.64,279
158.05,264
158.45,318
158.85,369
159.25,379
159.65,312
160.05,404
160.46,340
160.86,356
161.26,344
161.66,402
162.06,363
162.46,343
162.86,327
163.26,445
163.66,344
164.06,350
164.46,451
164.86,516
165.26,554
165.66,489
166.06,588
166.46,566
166.86,524
167.26,471
167.66,512
168.06,577
168.45,437
168.85,509
169.25,585
169.65,445
170.05,465
170.45,488
170.84,422
171.24,528
171.64,568
172.04,454
172.43,598
172.83,528
173.23,456
173.63,541
174.02,535
174.42,494
174.82,556
175.21,540
175.61,579
176.01,543
176.4,564
176.8,573
177.2,483
177.59,581
177.99,452
178.38,603
178.78,522
179.18,501
179.57,494
179.97,574
180.36,532
180.76,504
181.15,554
181.55,540
181.94,544
182.34,502
182.73,482
183.12,551
183.52,488
183.91,530
184.31,537
184.7,581
185.1,479
185.49,564
185.88,529
186.28,541
186.67,474
187.06,521
187.46,443
187.85,586
188.24,537
188.64,659
189.03,391
189.42,516
189.81,492
190.21,574
190.6,532
190.99,456
191.38,522
191.77,455
192.17,507
192.56,508
192.95,582
193.34,521
193.73,526
194.12,554
194.52,508
194.91,460
195.3,500
195.69,548
196.08,577
196.47,626
196.86,515
197.25,471
197.64,404
198.03,420
198.42,514
198.81,495
199.2,576
199.59,557
199.98,540
200.37,598
200.76,496
201.15,597
201.54,546
201.93,502
202.32,579
202.71,546
203.1,525
203.49,512
203.88,571
204.27,480
204.66,567
205.04,509
205.43,517
205.82,555
206.21,525
206.6,509
206.99,519
207.37,555
207.76,616
208.15,548
208.54,589
208.93,505
209.31,404
209.7,517
210.09,559
210.48,518
210.86,471
211.25,556
211.64,547
212.02,511
212.41,411
212.8,613
213.18,582
213.57,496
213.96,560
214.34,542
214.73,543
215.12,550
215.5,652
215.89,530
216.27,567
216.66,558
217.05,585
217.43,545
217.82,550
218.2,550
218.59,500
218.97,612
219.36,572
219.74,548
220.13,516
220.51,588
220.9,547
221.28,499
221.67,492
222.05,564
222.44,578
222.82,642
223.21,574
223.59,603
223.98,496
224.36,562
224.74,602
225.13,598
225.51,574
225.9,592
226.28,615
226.66,583
227.05,552
227.43,589
227.81,590
228.2,569
228.58,552
228.96,524
229.35,565
229.73,597
230.11,555
230.49,555
230.88,528
231.26,528
231.64,508
232.03,534
232.41,508
232.79,489
233.17,584
233.55,619
233.94,559
234.32,602
234.7,604
235.08,494
235.46,499
235.85,542
236.23,550
236.61,573
236.99,686
237.37,502
237.75,473
238.13,512
238.52,600
238.9,464
239.28,547
239.66,608
240.04,621
240.42,544
240.8,593
241.18,561
241.56,568
241.94,547
242.32,564
242.7,546
243.08,548
243.46,560
243.84,476
244.22,519
244.6,483
244.98,558
