Wavelength,Response count
153.21,308
153.62,325
154.02,328
154.42,327
154.83,332
155.23,250
155.63,301
156.03,330
156.44,348
156.84,276
157.24,387
157.64,372
158.05,346
158.45,369
158.85,290
159.25,382
159.65,388
160.05,327
160.46,281
160.86,323
161.26,372
161.66,371
162.06,358
162.46,323
162.86,268
163.26,365
163.66,340
164.06,395
164.46,606
164.86,767
165.26,673
165.66,653
166.06,707
166.46,698
166.86,728
167.26,708
167.66,665
168.06,753
168.45,611
168.85,686
169.25,780
169.65,625
170.05,628
170.45,626
170.84,630
171.24,561
171.64,646
172.04,616
172.43,717
172.83,675
173.23,586
173.63,585
174.02,712
174.42,684
174.82,663
175.21,679
175.61,620
176.01,659
176.4,746
176.8,652
177.2,624
177.59,696
177.99,665
178.38,564
178.78,578
179.18,645
179.57,716
179.97,674
180.36,636
180.76,642
181.15,686
181.55,717
181.94,700
182.34,657
182.73,637
183.12,592
183.52,695
183.91,621
184.31,612
184.7,587
185.1,631
185.49,652
185.88,654
186.28,691
186.67,672
187.06,616
187.46,694
187.85,656
188.24,646
188.64,708
189.03,692
189.42,604
189.81,627
190.21,614
190.6,610
190.99,722
191.38,573
191.77,641
192.17,671
192.56,681
192.95,617
193.34,588
193.73,670
194.12,622
194.52,660
194.91,571
195.3,651
195.69,636
196.08,699
196.47,623
196.86,703
197.25,651
197.64,624
198.03,643
198.42,641
198.81,675
199.2,609
199.59,622
199.98,651
200.37,619
200.76,705
201.15,667
201.54,625
201.93,717
202.32,739
202.71,735
203.1,665
203.49,746
203.88,636
204.27,683
204.66,683
205.04,640
205.43,666
205.82,665
206.21,653
206.6,611
206.99,649
207.37,745
207.76,721
208.15,660
208.54,632
208.93,634
209.31,596
209.7,658
210.09,676
210.48,634
210.86,650
211.25,636
211.64,633
212.02,632
212.41,649
212.8,742
213.18,725
213.57,689
213.96,672
214.34,761
214.73,736
215.12,693
215.5,710
215.89,614
216.27,700
216.66,691
217.05,710
217.43,688
217.82,616
218.2,645
218.59,641
218.97,660
219.36,635
219.74,601
220.13,643
220.51,754
220.9,695
221.28,697
221.67,633
222.05,605
222.44,620
222.82,648
223.21,718
223.59,610
223.98,575
224.36,705
224.74,675
225.13,683
225.51,587
225.9,677
226.28,710
226.66,611
227.05,632
227.43,606
227.81,684
228.2,654
228.58,667
228.96,664
229.35,631
229.73,645
230.11,626
230.49,692
230.88,732
231.26,639
231.64,710
232.03,645
232.41,669
232.79,592
233.17,740
233.55,686
233.94,746
234.32,697
234.7,616
235.08,650
235.46,685
235.85,656
236.23,768
236.61,658
236.99,697
237.37,652
237.75,698
238.13,581
238.52,674
238.9,682
239.28,691
239.66,695
240.04,608
240.42,725
240.8,703
241.18,753
241.56,765
241.94,668
242.32,642
242.7,655
243.08,683
243.46,678
243.84,755
244.22,716
244.6,629
244.98,693
245.36,660
245.74,782
246.12,649
246.5,680
246.88,652
247.26,748
247.64,670
248.02,706
248.4,666
248.78,628
249.16,629
249.54,729
249.92,722
250.3,652
250.67,663
251.05,559
251.43,688
251.81,655
252.19,703
252.57,741
252.95,629
253.32,651
253.7,676
254.08,694
254.46,728
254.84,727
255.21,696
255.59,707
255.97,678
256.35,722
256.73,642
257.1,740
257.48,756
257.86,650
258.24,629
258.61,709
258.99,684
259.37,661
259.75,696
260.12,674
260.5,670
260.88,744
261.25,654
261.63,719
262.01,627
262.38,656
262.76,660
263.14,624
263.51,652
263.89,641
264.27,699
264.64,685
265.02,668
265.4,661
265.77,573
266.15,703
266.52,724
266.9,630
267.28,725
267.65,773
268.03,635
268.4,728
268.78,633
269.15,622
269.53,652
269.91,692
270.28,651
270.66,666
271.03,609
271.41,663
271.78,682
272.16,657
272.53,744
272.91,646
273.28,593
273.66,716
274.03,703
274.41,636
274.78,692
275.16,726
275.53,631
275.9,679
276.28,774
276.65,690
277.03,677
277.4,629
277.78,662
278.15,597
278.52,695
278.9,675
279.27,656
279.65,625
280.02,636
280.39,672
280.77,726
281.14,668
281.51,770
281.89,664
282.26,687
282.64,592
283.01,663
283.38,652
283.76,669
284.13,681
284.5,681
284.87,662
285.25,666
285.62,599
285.99,643
286.37,661
286.74,739
287.11,617
287.48,638
287.86,644
288.23,720
288.6,643
288.97,639
289.35,662
289.72,721
290.09,697
290.46,683
290.84,642
291.21,779
291.58,682
291.95,700
292.32,691
292.7,736
293.07,724
293.44,679
293.81,744
294.18,703
294.56,612
294.93,674
295.3,602
295.67,684
296.04,662
296.41,601
296.78,578
297.16,579
297.53,716
297.9,689
298.27,639
298.64,659
299.01,618
299.38,642
299.75,629
300.12,694
300.5,679
300.87,707
301.24,696
301.61,597
301.98,492
302.35,660
302.72,672
303.09,698
303.46,621
303.83,678
304.2,692
304.57,627
304.94,635
305.31,701
305.68,642
306.05,731
306.42,741
306.79,674
307.16,644
307.53,684
307.9,645
308.27,702
308.64,742
309.01,657
309.38,655
309.75,626
310.12,680
310.49,730
310.86,659
311.23,724
311.6,688
311.97,728
312.34,648
312.7,699
313.07,670
313.44,716
313.81,690
314.18,750
314.55,645
314.92,709
315.29,683
315.66,705
316.02,691
316.39,668
316.76,585
317.13,690
317.5,687
317.87,718
318.24,582
318.6,642
318.97,747
319.34,669
319.71,669
320.08,716
320.45,636
320.81,776
321.18,630
321.55,706
321.92,716
322.29,705
322.65,636
323.02,698
323.39,693
323.76,729
324.13,695
324.49,708
324.86,792
325.23,660
325.6,642
325.96,722
326.33,660
326.7,601
327.07,675
327.43,646
327.8,771
328.17,632
328.54,691
328.9,626
329.27,621
329.64,622
330.0,709
330.37,783
330.74,619
331.1,758
331.47,648
331.84,706
332.2,699
332.57,636
332.94,737
333.3,784
333.67,665
334.04,714
334.4,727
334.77,738
335.14,658
335.5,738
335.87,655
336.24,732
336.6,752
336.97,754
337.33,637
337.7,727
338.07,707
338.43,666
338.8,706
339.17,658
339.53,708
339.9,611
340.26,683
340.63,772
340.99,640
341.36,579
341.73,668
342.09,755
342.46,677
342.82,697
343.19,744
343.55,753
343.92,668
344.28,679
344.65,641
345.01,720
345.38,598
345.75,711
346.11,676
346.48,653
346.84,747
347.21,759
347.57,677
347.94,793
348.3,720
348.67,671
349.03,711
349.39,698
349.76,648
350.12,702
350.49,655
350.85,707
351.22,708
351.58,636
351.95,689
352.31,646
352.68,679
353.04,695
353.4,648
353.77,770
354.13,586
354.5,571
354.86,718
355.23,685
355.59,689
355.95,679
356.32,712
356.68,703
357.05,749
357.41,653
357.77,687
358.14,728
358.5,756
358.86,672
359.23,663
359.59,663
359.96,682
360.32,723
360.68,742
361.05,656
361.41,693
361.77,695
362.14,642
362.5,747
362.86,688
363.23,690
363.59,661
363.95,659
364.32,692
364.68,613
365.04,712
365.41,685
365.77,690
366.13,682
366.49,704
366.86,615
367.22,720
367.58,701
367.95,771
368.31,713
368.67,762
369.03,706
369.4,731
369.76,697
370.12,736
370.48,748
370.85,749
371.21,713
371.57,603
371.93,701
372.3,736
372.66,660
373.02,631
373.38,753
373.74,570
374.11,644
374.47,693
374.83,638
375.19,670
375.56,716
375.92,733
376.28,612
376.64,644
377.0,686
377.36,632
377.73,716
378.09,701
378.45,690
378.81,634
379.17,705
379.53,716
379.9,659
380.26,618
380.62,652
380.98,624
381.34,695
381.7,628
382.06,568
382.43,773
382.79,738
383.15,694
383.51,652
383.87,647
384.23,748
384.59,672
384.95,634
385.31,708
385.68,704
386.04,672
