Wavelength,Response count
153.21,304
153.62,225
154.02,374
154.42,335
154.83,326
155.23,295
155.63,322
156.03,303
156.44,251
156.84,337
157.24,294
157.64,259
158.05,318
158.45,288
158.85,272
159.25,270
159.65,262
160.05,324
160.46,312
160.86,301
161.26,324
161.66,388
162.06,270
162.46,295
162.86,301
163.26,184
163.66,279
164.06,357
164.46,712
164.86,1170
165.26,1165
165.66,1162
166.06,1087
166.46,1116
166.86,1123
167.26,1186
167.66,1073
168.06,1178
168.45,1177
168.85,1144
169.25,1139
169.65,1105
170.05,1156
170.45,1005
170.84,1072
171.24,1184
171.64,1143
172.04,1194
172.43,1195
172.83,1109
173.23,1006
173.63,1183
174.02,1106
174.42,1113
174.82,1066
175.21,1135
175.61,1220
176.01,1161
176.4,1091
176.8,1160
177.2,1168
177.59,1123
177.99,1128
178.38,1112
178.78,1136
179.18,1144
179.57,1218
179.97,1119
180.36,1195
180.76,1090
181.15,1130
181.55,1136
181.94,1208
182.34,1164
182.73,1122
183.12,1217
183.52,1097
183.91,1282
184.31,1131
184.7,1205
185.1,1110
185.49,1096
185.88,1078
186.28,1187
186.67,1250
187.06,1139
187.46,1081
187.85,1170
188.24,1198
188.64,1173
189.03,1162
189.42,1098
189.81,1192
190.21,1199
190.6,1220
190.99,1147
191.38,1187
191.77,1168
192.17,1121
192.56,1178
192.95,1137
193.34,1184
193.73,1304
194.12,1225
194.52,1136
194.91,1171
195.3,1080
195.69,1137
196.08,1111
196.47,1046
196.86,1219
197.25,1085
197.64,1202
198.03,1239
198.42,1175
198.81,1245
199.2,1173
199.59,1170
199.98,1172
200.37,1196
200.76,1174
201.15,1127
201.54,1161
201.93,1233
202.32,1143
202.71,1233
203.1,1245
203.49,1162
203.88,1260
204.27,1229
204.66,1235
205.04,1162
205.43,1230
205.82,1144
206.21,1215
206.6,1135
206.99,1123
207.37,1192
207.76,1195
208.15,1119
208.54,1120
208.93,1235
209.31,1104
209.7,1220
210.09,1221
210.48,1145
210.86,1119
211.25,1158
211.64,1156
212.02,1158
212.41,1133
212.8,1192
213.18,1212
213.57,1213
213.96,1218
214.34,1109
214.73,1103
215.12,1153
215.5,1238
215.89,1105
216.27,1284
216.66,1267
217.05,1162
217.43,1105
217.82,1183
218.2,1260
218.59,1184
218.97,1135
219.36,1172
219.74,1107
220.13,1179
220.51,1161
220.9,1147
221.28,1172
221.67,1101
222.05,1189
222.44,1230
222.82,1133
223.21,1199
223.59,1194
223.98,1149
224.36,1204
224.74,1225
225.13,1204
225.51,1205
225.9,1174
226.28,1150
226.66,1254
227.05,1109
227.43,1147
227.81,1133
228.2,1121
228.58,1179
228.96,1197
229.35,1235
229.73,1209
230.11,1233
230.49,1160
230.88,1151
231.26,1204
231.64,1193
232.03,1151
232.41,1150
232.79,1153
233.17,1234
233.55,1088
233.94,1239
234.32,1224
234.7,1156
235.08,1156
235.46,1230
235.85,1171
236.23,1200
236.61,1161
236.99,1223
237.37,1076
237.75,1164
238.13,1184
238.52,1101
238.9,1148
239.28,1131
239.66,1160
240.04,1115
240.42,1266
240.8,1210
241.18,1215
241.56,1153
241.94,1265
242.32,1164
242.7,1189
243.08,1192
243.46,1196
243.84,1194
244.22,1154
244.6,1229
244.98,1293
245.36,1136
245.74,1215
246.12,1120
246.5,1276
246.88,1166
247.26,1232
247.64,1232
248.02,1220
248.4,1132
248.78,1216
249.16,1202
249.54,1134
249.92,1210
250.3,1164
250.67,1197
251.05,1209
251.43,1203
251.81,1281
252.19,1234
252.57,1234
252.95,1159
253.32,1234
253.7,1123
254.08,1120
254.46,1271
254.84,1147
255.21,1224
255.59,1291
255.97,1132
256.35,1238
256.73,1203
257.1,1250
257.48,1271
257.86,1139
258.24,1252
258.61,1202
258.99,1261
259.37,1277
259.75,1290
260.12,1173
260.5,1193
260.88,1257
261.25,1283
261.63,1185
262.01,1207
262.38,1182
262.76,1192
263.14,1217
263.51,1209
263.89,1176
264.27,1241
264.64,1153
265.02,1125
265.4,1192
265.77,1174
266.15,1238
266.52,1169
266.9,1128
267.28,1236
267.65,1151
268.03,1150
268.4,1166
268.78,1184
269.15,1203
269.53,1210
269.91,1169
270.28,1165
270.66,1244
271.03,1272
271.41,1178
271.78,1123
272.16,1119
272.53,1189
272.91,1211
273.28,1250
273.66,1236
274.03,1271
274.41,1233
274.78,1207
275.16,1206
275.53,1279
275.9,1226
276.28,1237
276.65,1222
277.03,1268
277.4,1227
277.78,1206
278.15,1222
278.52,1144
278.9,1181
279.27,1288
279.65,1276
280.02,1355
280.39,1300
280.77,1238
281.14,1329
281.51,1302
281.89,1381
282.26,1321
282.64,1406
283.01,1314
283.38,1371
283.76,1329
284.13,1402
284.5,1343
284.87,1447
285.25,1365
285.62,1391
285.99,1359
286.37,1373
286.74,1428
287.11,1456
287.48,1437
287.86,1421
288.23,1512
288.6,1409
288.97,1504
289.35,1436
289.72,1506
290.09,1439
290.46,1405
290.84,1585
291.21,1593
291.58,1505
291.95,1494
292.32,1525
292.7,1551
293.07,1636
293.44,1568
293.81,1645
294.18,1658
294.56,1591
294.93,1589
295.3,1680
295.67,1687
296.04,1693
296.41,1566
296.78,1685
297.16,1629
297.53,1764
297.9,1781
298.27,1760
298.64,1868
299.01,1739
299.38,1716
299.75,1797
300.12,1807
300.5,1894
300.87,1780
301.24,1861
301.61,1882
301.98,1741
302.35,1913
302.72,1849
303.09,1900
303.46,1828
303.83,2017
304.2,2041
304.57,2013
304.94,2050
305.31,2032
305.68,2101
306.05,2114
306.42,2100
306.79,2085
307.16,2064
307.53,2137
307.9,2158
308.27,2118
308.64,2206
309.01,2208
309.38,2172
309.75,2180
310.12,2224
310.49,2284
310.86,2293
311.23,2299
311.6,2240
311.97,2319
312.34,2391
312.7,2407
313.07,2450
313.44,2452
313.81,2477
314.18,2520
314.55,2452
314.92,2531
315.29,2513
315.66,2634
316.02,2589
316.39,2710
316.76,2594
317.13,2616
317.5,2705
317.87,2835
318.24,2625
318.6,2665
318.97,2830
319.34,2799
319.71,2892
320.08,2900
320.45,2899
320.81,2919
321.18,2875
321.55,2916
321.92,2920
322.29,2921
322.65,2913
323.02,2933
323.39,2927
323.76,2936
324.13,2954
324.49,2936
324.86,2935
325.23,2940
325.6,2955
325.96,2947
326.33,2953
326.7,2959
327.07,2963
327.43,2944
327.8,2960
328.17,2971
328.54,2972
328.9,2959
329.27,2954
329.64,2940
330.0,2945
330.37,2941
330.74,2906
331.1,2875
331.47,2870
331.84,2825
332.2,2824
332.57,2649
332.94,2640
333.3,2551
333.67,2508
334.04,2480
334.4,2418
334.77,2385
335.14,2457
335.5,2312
335.87,2266
336.24,2220
336.6,2177
336.97,2092
337.33,2055
337.7,2000
338.07,2056
338.43,2026
338.8,2042
339.17,1933
339.53,1959
339.9,1900
340.26,1917
340.63,1817
340.99,1808
341.36,1932
341.73,1886
342.09,1863
342.46,1953
342.82,1956
343.19,1952
343.55,2008
343.92,1942
344.28,1931
344.65,1910
345.01,2022
345.38,1995
345.75,1984
346.11,1966
346.48,2018
346.84,2138
347.21,2103
347.57,2082
347.94,2118
348.3,2039
348.67,2167
349.03,2114
349.39,1978
349.76,1907
350.12,1995
350.49,1919
350.85,1947
351.22,1970
351.58,2023
351.95,2073
352.31,2051
352.68,2033
353.04,2063
353.4,1998
353.77,2001
354.13,2060
354.5,1952
354.86,2059
355.23,1998
355.59,2063
355.95,1960
356.32,2045
356.68,1970
357.05,2098
357.41,2106
357.77,2029
358.14,2118
358.5,1972
358.86,2138
359.23,2213
359.59,2027
359.96,2170
360.32,2026
360.68,1992
361.05,2114
361.41,2026
361.77,2173
362.14,2208
362.5,2255
362.86,2217
363.23,2163
363.59,2173
363.95,2180
364.32,2240
364.68,2112
365.04,2078
365.41,2089
365.77,2103
366.13,2065
366.49,1987
366.86,2068
367.22,2121
367.58,2122
367.95,2169
368.31,2136
368.67,2080
369.03,2103
369.4,2078
369.76,2112
370.12,2240
370.48,2132
370.85,2261
371.21,2302
371.57,2205
371.93,2155
372.3,2278
372.66,2225
373.02,2267
373.38,2111
373.74,2234
