Measurement_ID,Time,Operation_Mode,Measurement_Type,Delay_Time_us,Integration_Time_us,Number_of_Pulses,X_Factor,Laser_Energy_V,Laser_Pump_Current_A,PRR_Hz,On_Off_Status
1,2023-09-01 05:07:11,SLF,Plasma,0.375,104,1,1,3295,95,5,1
2,2023-09-01 05:07:12,SLF,Plasma,1.0,104,1,1,3440,95,5,1
