Measurement_ID,Time,Operation_Mode,Measurement_Type,Delay_Time_us,Integration_Time_us,Number_of_Pulses,X_Factor,Laser_Energy_V,Laser_Pump_Current_A,PRR_Hz,On_Off_Status
1,2023-08-30 00:17:23,ASLF,Plasma,0.375,4000,1,1,3202,95,5,1
2,2023-08-30 00:17:25,ASLF,Plasma,0.375,4000,1,1,3151,95,5,1
3,2023-08-30 00:17:26,ASLF,Plasma,0.375,4000,1,1,3197,95,5,1
4,2023-08-30 00:17:28,ASLF,Plasma,0.375,4000,1,1,3205,95,5,1
