Wavelength,Response count
153.21,476
153.62,445
154.02,409
154.42,367
154.83,352
155.23,377
155.63,333
156.03,362
156.44,345
156.84,382
157.24,350
157.64,398
158.05,408
158.45,388
158.85,405
159.25,400
159.65,426
160.05,443
160.46,427
160.86,425
161.26,372
161.66,339
162.06,368
162.46,445
162.86,401
163.26,396
163.66,418
164.06,411
164.46,933
164.86,1369
165.26,1264
165.66,1232
166.06,1340
166.46,1189
166.86,1267
167.26,1260
167.66,1202
168.06,1349
168.45,1271
168.85,1341
169.25,1265
169.65,1277
170.05,1282
170.45,1238
170.84,1317
171.24,1261
171.64,1227
172.04,1398
172.43,1315
172.83,1284
173.23,1376
173.63,1313
174.02,1344
174.42,1345
174.82,1309
175.21,1334
175.61,1222
176.01,1270
176.4,1315
176.8,1349
177.2,1355
177.59,1283
177.99,1315
178.38,1375
178.78,1274
179.18,1311
179.57,1281
179.97,1344
180.36,1343
180.76,1337
181.15,1365
181.55,1347
181.94,1320
182.34,1339
182.73,1327
183.12,1346
183.52,1343
183.91,1379
184.31,1291
184.7,1318
185.1,1266
185.49,1267
185.88,1332
186.28,1395
186.67,1344
187.06,1271
187.46,1367
187.85,1340
188.24,1336
188.64,1327
189.03,1269
189.42,1386
189.81,1396
190.21,1273
190.6,1365
190.99,1322
191.38,1333
191.77,1299
192.17,1308
192.56,1409
192.95,1376
193.34,1325
193.73,1328
194.12,1298
194.52,1300
194.91,1235
195.3,1308
195.69,1394
196.08,1289
196.47,1327
196.86,1263
197.25,1352
197.64,1349
198.03,1346
198.42,1398
198.81,1357
199.2,1387
199.59,1336
199.98,1369
200.37,1212
200.76,1391
201.15,1378
201.54,1384
201.93,1372
202.32,1384
202.71,1430
203.1,1369
203.49,1356
203.88,1305
204.27,1285
204.66,1354
205.04,1420
205.43,1301
205.82,1331
206.21,1331
206.6,1322
206.99,1397
207.37,1450
207.76,1350
208.15,1402
208.54,1363
208.93,1528
209.31,1236
209.7,1433
210.09,1253
210.48,1280
210.86,1343
211.25,1351
211.64,1425
212.02,1430
212.41,1341
212.8,1390
213.18,1374
213.57,1335
213.96,1383
214.34,1320
214.73,1305
215.12,1368
215.5,1479
215.89,1321
216.27,1459
216.66,1456
217.05,1468
217.43,1384
217.82,1304
218.2,1425
218.59,1298
218.97,1405
219.36,1348
219.74,1384
220.13,1362
220.51,1509
220.9,1363
221.28,1455
221.67,1412
222.05,1387
222.44,1366
222.82,1392
223.21,1393
223.59,1375
223.98,1426
224.36,1387
224.74,1434
225.13,1452
225.51,1461
225.9,1390
226.28,1425
226.66,1384
227.05,1414
227.43,1457
227.81,1429
228.2,1440
228.58,1601
228.96,1484
229.35,1402
229.73,1483
230.11,1399
230.49,1421
230.88,1497
231.26,1452
231.64,1464
232.03,1431
232.41,1439
232.79,1434
233.17,1432
233.55,1444
233.94,1482
234.32,1510
234.7,1485
235.08,1452
235.46,1547
235.85,1400
236.23,1493
236.61,1434
236.99,1434
237.37,1459
237.75,1411
238.13,1562
238.52,1421
238.9,1538
239.28,1476
239.66,1495
240.04,1445
240.42,1624
240.8,1435
241.18,1524
241.56,1612
241.94,1500
242.32,1591
242.7,1521
243.08,1655
243.46,1715
243.84,1676
244.22,1629
244.6,1676
244.98,1619
245.36,1513
245.74,1585
246.12,1483
246.5,1664
246.88,1543
247.26,1586
247.64,1481
248.02,1582
248.4,1504
248.78,1511
249.16,1425
249.54,1459
249.92,1479
250.3,1417
250.67,1482
251.05,1528
251.43,1534
251.81,1463
252.19,1539
252.57,1576
252.95,1482
253.32,1500
253.7,1441
254.08,1480
254.46,1561
254.84,1473
255.21,1567
255.59,1557
255.97,1508
256.35,1526
256.73,1466
257.1,1544
257.48,1605
257.86,1514
258.24,1503
258.61,1539
258.99,1524
259.37,1487
259.75,1471
260.12,1534
260.5,1418
260.88,1588
261.25,1505
261.63,1521
262.01,1531
262.38,1569
262.76,1479
263.14,1522
263.51,1484
263.89,1532
264.27,1576
264.64,1528
265.02,1498
265.4,1619
265.77,1425
266.15,1452
266.52,1554
266.9,1506
267.28,1641
267.65,1645
268.03,1716
268.4,1528
268.78,1688
269.15,1566
269.53,1490
269.91,1664
270.28,1623
270.66,1575
271.03,1749
271.41,1762
271.78,1780
272.16,2027
272.53,2365
272.91,2626
273.28,2750
273.66,2526
274.03,2446
274.41,2138
274.78,1900
275.16,1869
275.53,1874
275.9,1729
276.28,1718
276.65,1699
277.03,1724
277.4,1695
277.78,1692
278.15,1666
278.52,1697
278.9,1809
279.27,1743
279.65,1773
280.02,1793
280.39,1663
280.77,1598
281.14,1707
281.51,1763
281.89,1749
282.26,1820
282.64,1792
283.01,1775
283.38,1736
283.76,1691
284.13,1718
284.5,1697
284.87,1785
285.25,1774
285.62,1833
285.99,1766
286.37,1739
286.74,1796
287.11,1818
287.48,1718
287.86,1775
288.23,1769
288.6,1809
288.97,1865
289.35,1739
289.72,1727
290.09,1785
290.46,1747
290.84,1812
291.21,1825
291.58,1842
291.95,1832
292.32,1833
292.7,1971
293.07,1926
293.44,1730
293.81,1988
294.18,1844
294.56,1883
294.93,1871
295.3,1925
295.67,1907
296.04,1909
296.41,1961
296.78,1919
297.16,1928
297.53,1921
297.9,1891
298.27,1968
298.64,1938
299.01,2002
299.38,2053
299.75,1915
300.12,1997
300.5,1942
300.87,1922
301.24,2076
301.61,2104
301.98,1868
302.35,2098
302.72,2183
303.09,2125
303.46,2138
303.83,2209
304.2,2348
304.57,2212
304.94,2263
305.31,2321
305.68,2251
306.05,2159
306.42,2214
306.79,2209
307.16,2170
307.53,2236
307.9,2147
308.27,2207
308.64,2254
309.01,2221
309.38,2252
309.75,2236
310.12,2218
310.49,2272
310.86,2293
311.23,2270
311.6,2375
311.97,2382
312.34,2422
312.7,2423
313.07,2454
313.44,2406
313.81,2565
314.18,2402
314.55,2426
314.92,2353
315.29,2406
315.66,2428
316.02,2434
316.39,2467
316.76,2453
317.13,2453
317.5,2506
317.87,2536
318.24,2340
318.6,2482
318.97,2519
319.34,2625
319.71,2512
320.08,2606
320.45,2539
320.81,2617
321.18,2606
321.55,2653
321.92,2614
322.29,2673
322.65,2732
323.02,2633
323.39,2730
323.76,2661
324.13,2699
324.49,2825
324.86,2778
325.23,2739
325.6,2756
325.96,2809
326.33,2837
326.7,2802
327.07,2812
327.43,2740
327.8,2876
328.17,2757
328.54,2768
328.9,2800
329.27,2589
329.64,2609
330.0,2483
330.37,2476
330.74,2474
331.1,2423
331.47,2353
331.84,2301
332.2,2284
332.57,2276
332.94,2181
333.3,2157
333.67,2064
334.04,2055
334.4,2055
334.77,2058
335.14,2056
335.5,1932
335.87,1928
336.24,1838
336.6,1891
336.97,1824
337.33,1776
337.7,1878
338.07,1798
338.43,1805
338.8,1686
339.17,1783
339.53,1743
339.9,1643
340.26,1681
340.63,1736
340.99,1698
341.36,1779
341.73,1747
342.09,1644
342.46,1792
342.82,1729
343.19,1842
343.55,1801
343.92,1805
344.28,1787
344.65,1651
345.01,1663
345.38,1843
345.75,1745
346.11,1820
346.48,1730
346.84,1773
347.21,1781
347.57,1714
347.94,1756
348.3,1715
348.67,1769
349.03,1742
349.39,1729
349.76,1672
350.12,1800
350.49,1719
350.85,1598
351.22,1702
351.58,1726
351.95,1832
352.31,1690
352.68,1819
353.04,1673
353.4,1774
353.77,1792
354.13,1675
354.5,1716
354.86,1752
355.23,1706
355.59,1789
355.95,1719
356.32,1650
356.68,1687
357.05,1675
357.41,1708
357.77,1691
358.14,1695
358.5,1777
358.86,1771
359.23,1762
359.59,1753
359.96,1817
360.32,1776
360.68,1773
361.05,1736
361.41,1659
361.77,1720
362.14,1753
362.5,1767
362.86,1802
363.23,1756
363.59,1724
363.95,1785
364.32,1726
364.68,1780
365.04,1815
365.41,1715
365.77,1670
366.13,1735
366.49,1705
366.86,1786
367.22,1723
367.58,1770
367.95,1817
368.31,1786
368.67,1787
369.03,1716
369.4,1728
369.76,1810
370.12,1801
370.48,1707
370.85,1750
371.21,1797
371.57,1737
371.93,1847
372.3,1857
372.66,1731
373.02,1771
373.38,1776
373.74,1711
374.11,1678
374.47,1694
374.83,1686
375.19,1759
375.56,1579
375.92,1731
376.28,1739
376.64,1659
377.0,1725
377.36,1697
377.73,1719
378.09,1762
378.45,1687
378.81,1772
379.17,1788
379.53,1823
379.9,1672
380.26,1836
380.62,1742
380.98,1808
381.34,1649
381.7,1730
382.06,1821
382.43,1804
382.79,1827
383.15,1899
383.51,1838
383.87,1832
384.23,1800
384.59,1766
384.95,1798
385.31,1859
385.68,1760
386.04,1790
386.4,1829
386.76,1840
387.12,1843
387.48,1803
387.84,1811
388.2,1761
388.56,1718
388.92,1849
389.28,1771
389.64,1899
390.0,1829
390.36,1918
390.72,1900
391.08,1936
391.44,1906
391.8,1929
392.17,1935
392.53,1939
392.89,2052
393.25,1961
393.61,2093
393.97,2061
394.33,2089
394.69,2043
395.05,2224
395.41,2056
395.77,2062
396.13,2108
396.49,2175
396.85,2216
397.2,2145
397.56,2117
397.92,2184
398.28,2110
398.64,2145
399.0,2163
399.36,2140
399.72,2206
400.08,2116
400.44,2236
400.8,2206
401.16,2174
401.52,2173
401.88,2273
402.24,2199
402.6,2333
402.96,2216
403.32,2361
403.67,2315
404.03,2282
404.39,2367
404.75,2346
405.11,2327
405.47,2416
405.83,2255
406.19,2257
406.55,2438
406.9,2348
407.26,2418
407.62,2412
407.98,2429
408.34,2339
408.7,2425
409.06,2355
409.41,2324
409.77,2365
410.13,2459
410.49,2354
410.85,2365
411.21,2390
411.56,2397
411.92,2313
412.28,2281
412.64,2367
413.0,2365
413.36,2364
413.71,2334
414.07,2247
414.43,2278
414.79,2351
415.15,2300
415.5,2382
415.86,2437
416.22,2264
416.58,2349
416.93,2269
417.29,2357
417.65,2405
418.01,2425
418.37,2463
418.72,2330
419.08,2317
419.44,2410
419.8,2401
420.15,2399
420.51,2314
420.87,2258
421.22,2363
421.58,2199
421.94,2362
422.3,2251
422.65,2413
423.01,2357
423.37,2351
423.72,2367
424.08,2378
424.44,2493
424.8,2422
425.15,2384
425.51,2403
425.87,2369
426.22,2462
426.58,2379
426.94,2443
427.29,2448
427.65,2426
428.01,2443
428.36,2527
428.72,2415
429.08,2347
429.43,2481
429.79,2451
430.15,2448
430.5,2460
430.86,2634
431.21,2471
431.57,2574
431.93,2570
432.28,2579
432.64,2576
433.0,2586
433.35,2570
433.71,2680
434.06,2693
434.42,2721
434.78,2727
435.13,2680
435.49,2680
435.84,2810
436.2,2693
436.55,2769
436.91,2764
437.27,2852
437.62,2861
437.98,2821
438.33,2827
438.69,2800
439.04,2773
439.4,2831
439.75,2799
440.11,2829
440.46,2764
440.82,2889
441.18,2789
441.53,2895
441.89,2806
442.24,2832
442.6,2853
442.95,2864
443.31,2773
443.66,2883
444.02,2786
444.37,2839
444.73,2826
445.08,2846
445.44,2888
445.79,2870
446.14,2847
446.5,2909
446.85,2893
447.21,2878
447.56,2908
447.92,2847
448.27,2915
448.63,2915
448.98,2887
449.34,2910
449.69,2918
450.04,2903
450.4,2921
450.75,2906
451.11,2871
451.46,2905
451.82,2913
452.17,2905
452.52,2899
452.88,2904
453.23,2893
453.59,2928
453.94,2917
454.29,2923
454.65,2938
455.0,2943
455.35,2925
455.71,2934
456.06,2953
456.42,2956
456.77,2961
457.12,2968
457.48,2956
457.83,2966
458.18,2946
458.54,2959
458.89,2932
459.24,2961
459.6,2958
459.95,2952
460.3,2956
460.66,2963
461.01,2967
461.36,2982
461.72,2966
462.07,2976
462.42,2976
462.77,2972
463.13,2972
463.48,2977
463.83,2987
464.19,2975
464.54,2987
464.89,2990
465.24,2992
465.6,2999
465.95,2994
466.3,2988
466.65,2981
467.01,2988
467.36,2997
467.71,2998
468.06,3009
468.42,3012
468.77,3004
469.12,3005
469.47,3007
469.82,3008
470.18,3005
470.53,3008
470.88,3010
471.23,3017
471.59,3016
471.94,3012
472.29,3022
472.64,3016
472.99,3015
473.34,3019
473.7,3027
474.05,3026
474.4,3021
474.75,3019
475.1,3026
475.45,3022
475.81,3019
476.16,3024
476.51,3014
476.86,3021
477.21,3011
477.56,3021
477.91,3024
478.27,3019
478.62,3019
478.97,3029
479.32,3019
479.67,3024
480.02,3025
480.37,3017
480.72,3027
481.07,3031
481.42,3023
481.78,3020
482.13,3024
482.48,3015
482.83,3017
483.18,3026
483.53,3027
483.88,3026
484.23,3026
484.58,3018
484.93,3028
485.28,3027
485.63,3020
485.98,3024
486.33,3023
486.68,3019
487.03,3028
487.38,3030
487.73,3024
488.08,3030
488.43,3027
488.78,3030
489.13,3028
489.48,3035
489.83,3034
490.18,3030
490.53,3026
490.88,3035
491.23,3026
491.58,3032
491.93,3031
492.28,3021
492.63,3025
492.98,3022
493.33,3031
493.68,3035
494.03,3037
494.38,3019
494.73,3032
495.08,3032
495.43,3033
495.78,3036
496.12,3031
496.47,3043
496.82,3037
497.17,3040
497.52,3035
497.87,3042
498.22,3044
498.57,3044
498.92,3043
499.26,3050
499.61,3048
499.96,3039
500.31,3042
500.66,3043
501.01,3040
501.36,3047
501.7,3049
502.05,3038
502.4,3042
502.75,3037
503.1,3039
503.45,3031
503.79,3037
504.14,3039
504.49,3039
504.84,3038
505.19,3036
505.54,3032
505.88,3033
506.23,3030
506.58,3031
506.93,3028
507.27,3026
507.62,3027
507.97,3033
508.32,3027
508.67,3034
509.01,3024
509.36,3028
509.71,3042
510.06,3033
510.4,3031
510.75,3041
511.1,3045
511.45,3042
511.79,3047
512.14,3039
512.49,3049
512.83,3042
513.18,3049
513.53,3047
513.87,3057
514.22,3055
514.57,3055
514.92,3053
515.26,3054
515.61,3055
515.96,3062
516.3,3059
516.65,3060
517.0,3051
517.34,3054
517.69,3052
518.04,3061
518.38,3054
518.73,3047
519.07,3055
519.42,3057
519.77,3055
520.11,3055
520.46,3057
520.81,3056
521.15,3064
521.5,3060
521.84,3058
522.19,3066
522.54,3065
522.88,3073
523.23,3060
523.57,3059
523.92,3071
524.26,3064
524.61,3069
524.96,3071
525.3,3067
525.65,3071
525.99,3068
526.34,3071
526.68,3077
527.03,3076
