Measurement_ID,Detected_Wavelength_nm,Peak_Intensity_counts,NIST_Element,NIST_Wavelength_nm,Wavelength_Offset_nm,Verification_Status
1,165.5,402.0,Unknown,,,UNREGISTERED
1,166.26,377.0,Unknown,,,UNREGISTERED
1,167.79,371.0,Unknown,,,UNREGISTERED
1,168.93,379.0,Unknown,,,UNREGISTERED
1,169.7,329.0,Unknown,,,UNREGISTERED
1,171.22,340.0,Unknown,,,UNREGISTERED
1,172.36,393.0,Unknown,,,UNREGISTERED
1,173.89,404.0,Unknown,,,UNREGISTERED
1,174.65,406.0,Unknown,,,UNREGISTERED
1,176.55,394.0,Unknown,,,UNREGISTERED
1,177.7,341.0,Unknown,,,UNREGISTERED
1,178.84,388.0,Unknown,,,UNREGISTERED
1,179.98,440.0,Unknown,,,UNREGISTERED
1,180.74,391.0,Unknown,,,UNREGISTERED
1,181.5,409.0,Unknown,,,UNREGISTERED
1,182.26,337.0,Unknown,,,UNREGISTERED
1,183.02,301.0,Unknown,,,UNREGISTERED
1,184.16,392.0,Unknown,,,UNREGISTERED
1,185.3,342.0,Unknown,,,UNREGISTERED
1,186.06,402.0,Unknown,,,UNREGISTERED
1,187.2,441.0,Unknown,,,UNREGISTERED
1,188.72,369.0,Unknown,,,UNREGISTERED
1,189.86,335.0,Unknown,,,UNREGISTERED
1,190.62,413.0,Unknown,,,UNREGISTERED
1,192.52,442.0,Unknown,,,UNREGISTERED
1,193.66,391.0,Unknown,,,UNREGISTERED
1,195.17,314.0,Unknown,,,UNREGISTERED
1,196.31,371.0,Unknown,,,UNREGISTERED
1,197.45,326.0,Unknown,,,UNREGISTERED
1,199.72,390.0,Unknown,,,UNREGISTERED
1,200.48,418.0,Unknown,,,UNREGISTERED
1,201.99,353.0,Unknown,,,UNREGISTERED
1,202.75,330.0,Unknown,,,UNREGISTERED
1,204.27,378.0,Unknown,,,UNREGISTERED
1,205.02,319.0,Unknown,,,UNREGISTERED
1,206.91,437.0,Unknown,,,UNREGISTERED
1,208.81,391.0,Unknown,,,UNREGISTERED
1,209.56,427.0,Unknown,,,UNREGISTERED
1,210.7,395.0,Unknown,,,UNREGISTERED
1,212.21,430.0,Unknown,,,UNREGISTERED
1,213.72,352.0,Unknown,,,UNREGISTERED
1,214.85,409.0,Unknown,,,UNREGISTERED
1,215.98,398.0,Unknown,,,UNREGISTERED
1,217.12,431.0,Unknown,,,UNREGISTERED
1,218.25,434.0,Unknown,,,UNREGISTERED
1,219.0,405.0,Unknown,,,UNREGISTERED
1,220.89,342.0,Unknown,,,UNREGISTERED
1,221.64,388.0,Unknown,,,UNREGISTERED
1,223.15,375.0,Unknown,,,UNREGISTERED
1,223.91,387.0,Unknown,,,UNREGISTERED
1,224.66,404.0,Unknown,,,UNREGISTERED
1,225.41,319.0,Unknown,,,UNREGISTERED
1,226.54,428.0,Unknown,,,UNREGISTERED
1,228.43,393.0,Unknown,,,UNREGISTERED
1,229.18,323.0,Unknown,,,UNREGISTERED
1,229.93,364.0,Unknown,,,UNREGISTERED
1,231.44,399.0,Unknown,,,UNREGISTERED
1,233.32,345.0,Unknown,,,UNREGISTERED
1,234.45,412.0,Unknown,,,UNREGISTERED
1,235.57,358.0,Unknown,,,UNREGISTERED
1,237.08,400.0,Unknown,,,UNREGISTERED
1,238.2,417.0,Unknown,,,UNREGISTERED
1,239.33,447.0,Unknown,,,UNREGISTERED
1,240.46,424.0,Unknown,,,UNREGISTERED
1,242.33,480.0,Unknown,,,UNREGISTERED
1,243.83,412.0,Unknown,,,UNREGISTERED
1,244.96,361.0,Unknown,,,UNREGISTERED
1,247.21,416.0,Unknown,,,UNREGISTERED
1,248.33,377.0,Unknown,,,UNREGISTERED
1,249.08,400.0,Unknown,,,UNREGISTERED
1,249.83,420.0,Unknown,,,UNREGISTERED
1,250.96,460.0,Unknown,,,UNREGISTERED
1,252.45,412.0,Unknown,,,UNREGISTERED
1,253.58,412.0,Unknown,,,UNREGISTERED
1,254.7,380.0,Unknown,,,UNREGISTERED
1,255.82,398.0,Unknown,,,UNREGISTERED
1,256.57,396.0,Unknown,,,UNREGISTERED
1,257.69,398.0,Unknown,,,UNREGISTERED
1,259.56,427.0,Unknown,,,UNREGISTERED
1,260.68,356.0,Unknown,,,UNREGISTERED
1,261.8,423.0,Unknown,,,UNREGISTERED
1,263.3,427.0,Unknown,,,UNREGISTERED
1,264.05,429.0,Unknown,,,UNREGISTERED
1,265.54,392.0,Unknown,,,UNREGISTERED
1,267.4,457.0,Unknown,,,UNREGISTERED
1,268.15,434.0,Unknown,,,UNREGISTERED
1,268.9,378.0,Unknown,,,UNREGISTERED
1,270.39,413.0,Unknown,,,UNREGISTERED
1,271.51,396.0,Unknown,,,UNREGISTERED
1,272.63,365.0,Unknown,,,UNREGISTERED
1,273.37,426.0,Unknown,,,UNREGISTERED
1,274.12,378.0,Unknown,,,UNREGISTERED
1,275.6,427.0,Unknown,,,UNREGISTERED
1,277.47,432.0,Unknown,,,UNREGISTERED
1,278.21,416.0,Unknown,,,UNREGISTERED
1,279.33,422.0,Mg II,279.55,0.22,VERIFIED
1,280.44,415.0,Mg II,280.27,0.17,VERIFIED
1,281.19,430.0,Unknown,,,UNREGISTERED
1,282.3,447.0,Unknown,,,UNREGISTERED
1,283.05,444.0,Unknown,,,UNREGISTERED
1,283.79,473.0,Unknown,,,UNREGISTERED
1,285.27,401.0,Mg I,285.21,0.06,VERIFIED
1,286.76,399.0,Unknown,,,UNREGISTERED
1,287.87,437.0,Si I,288.16,0.29,VERIFIED
1,290.47,436.0,Unknown,,,UNREGISTERED
1,291.21,377.0,Unknown,,,UNREGISTERED
1,291.96,390.0,Unknown,,,UNREGISTERED
1,293.07,466.0,Unknown,,,UNREGISTERED
1,294.18,421.0,Unknown,,,UNREGISTERED
1,296.03,378.0,Unknown,,,UNREGISTERED
1,297.14,442.0,Unknown,,,UNREGISTERED
1,297.89,384.0,Unknown,,,UNREGISTERED
1,299.37,424.0,Unknown,,,UNREGISTERED
1,300.48,385.0,Unknown,,,UNREGISTERED
1,301.22,391.0,Unknown,,,UNREGISTERED
1,301.96,422.0,Unknown,,,UNREGISTERED
1,302.7,340.0,Unknown,,,UNREGISTERED
1,303.44,442.0,Unknown,,,UNREGISTERED
1,304.55,392.0,Unknown,,,UNREGISTERED
1,305.29,382.0,Unknown,,,UNREGISTERED
