Wavelength,Response count
153.21,412
153.62,523
154.02,442
154.42,465
154.83,518
155.23,473
155.63,415
156.03,422
156.44,493
156.84,481
157.24,469
157.64,441
158.05,348
158.45,434
158.85,408
159.25,456
159.65,503
160.05,513
160.46,486
160.86,426
161.26,509
161.66,504
162.06,470
162.46,501
162.86,459
163.26,478
163.66,504
164.06,440
164.46,745
164.86,882
165.26,801
165.66,791
166.06,828
166.46,846
166.86,743
167.26,833
167.66,814
168.06,820
168.45,844
168.85,886
169.25,855
169.65,798
170.05,757
170.45,847
170.84,754
171.24,810
171.64,844
172.04,776
172.43,784
172.83,827
173.23,744
173.63,825
174.02,847
174.42,803
174.82,729
175.21,784
175.61,824
176.01,865
176.4,801
176.8,791
177.2,865
177.59,854
177.99,742
178.38,824
178.78,814
179.18,753
179.57,777
179.97,840
180.36,828
180.76,770
181.15,808
181.55,770
181.94,794
182.34,884
182.73,779
183.12,768
183.52,807
183.91,831
184.31,753
184.7,729
185.1,793
185.49,804
185.88,840
186.28,864
186.67,815
187.06,809
187.46,787
187.85,820
188.24,828
188.64,862
189.03,779
189.42,860
189.81,729
190.21,764
190.6,804
190.99,805
191.38,772
191.77,827
192.17,818
192.56,840
192.95,701
193.34,801
193.73,790
194.12,808
194.52,806
194.91,756
195.3,764
195.69,863
196.08,696
196.47,791
196.86,703
197.25,876
197.64,779
198.03,854
198.42,813
198.81,831
199.2,803
199.59,792
199.98,836
200.37,822
200.76,863
201.15,846
201.54,889
201.93,826
202.32,785
202.71,787
203.1,757
203.49,804
203.88,750
204.27,872
204.66,814
205.04,844
205.43,796
205.82,798
206.21,829
206.6,873
206.99,791
207.37,845
207.76,924
208.15,808
208.54,801
208.93,899
209.31,771
209.7,836
210.09,804
210.48,820
210.86,736
211.25,839
211.64,801
212.02,787
212.41,846
212.8,811
213.18,769
213.57,810
213.96,808
214.34,802
214.73,748
215.12,848
215.5,856
215.89,803
216.27,870
216.66,792
217.05,750
217.43,780
217.82,782
218.2,824
218.59,849
218.97,852
219.36,857
219.74,740
220.13,826
220.51,817
220.9,905
221.28,857
221.67,854
222.05,835
222.44,785
222.82,884
223.21,874
223.59,819
223.98,746
224.36,786
224.74,828
225.13,857
225.51,736
225.9,842
226.28,864
226.66,872
227.05,763
227.43,814
227.81,845
228.2,869
228.58,814
228.96,798
229.35,812
229.73,850
230.11,762
230.49,729
230.88,880
231.26,721
231.64,771
232.03,833
232.41,728
232.79,839
233.17,853
233.55,771
233.94,864
234.32,778
234.7,831
235.08,826
235.46,888
235.85,848
236.23,922
236.61,863
236.99,876
237.37,833
237.75,835
238.13,849
238.52,856
238.9,868
239.28,834
239.66,831
240.04,774
240.42,865
240.8,845
241.18,863
241.56,860
241.94,886
242.32,816
242.7,816
243.08,918
243.46,926
243.84,878
244.22,854
244.6,848
244.98,801
245.36,811
245.74,823
246.12,815
246.5,864
246.88,887
247.26,876
247.64,828
248.02,895
248.4,794
248.78,837
249.16,828
249.54,839
249.92,902
250.3,840
250.67,893
251.05,764
251.43,910
251.81,898
252.19,872
252.57,841
252.95,818
253.32,814
253.7,831
254.08,851
254.46,825
254.84,808
255.21,825
255.59,818
255.97,785
256.35,778
256.73,836
257.1,840
257.48,845
257.86,933
258.24,909
258.61,896
258.99,879
259.37,836
259.75,868
260.12,853
260.5,836
260.88,955
261.25,843
261.63,873
262.01,854
262.38,897
262.76,870
263.14,863
263.51,852
263.89,841
264.27,869
264.64,882
265.02,861
265.4,836
265.77,871
266.15,892
266.52,839
266.9,793
267.28,830
267.65,833
268.03,820
268.4,834
268.78,839
269.15,834
269.53,783
269.91,845
270.28,883
270.66,897
271.03,855
271.41,848
271.78,913
272.16,951
272.53,817
272.91,890
273.28,982
273.66,952
274.03,968
274.41,956
274.78,864
275.16,944
275.53,874
275.9,801
276.28,869
276.65,855
277.03,854
277.4,883
277.78,933
278.15,944
278.52,838
278.9,922
279.27,860
279.65,878
280.02,819
280.39,923
280.77,960
281.14,900
281.51,856
281.89,874
282.26,926
282.64,892
283.01,872
283.38,878
283.76,919
284.13,823
284.5,926
284.87,906
285.25,902
285.62,952
285.99,963
286.37,871
286.74,905
287.11,916
287.48,880
287.86,907
288.23,946
288.6,976
288.97,906
289.35,867
289.72,920
290.09,860
290.46,927
290.84,955
291.21,932
291.58,924
291.95,872
292.32,886
292.7,942
293.07,962
293.44,909
293.81,978
294.18,1011
294.56,1048
294.93,1009
295.3,875
295.67,992
296.04,964
296.41,977
296.78,965
297.16,1008
297.53,981
297.9,928
298.27,899
298.64,1011
299.01,1068
299.38,1059
299.75,998
300.12,1033
300.5,1029
300.87,987
301.24,984
301.61,1038
301.98,942
302.35,1107
302.72,1030
303.09,1037
303.46,1023
303.83,1062
304.2,1116
304.57,1069
304.94,977
305.31,1048
305.68,1052
306.05,1062
306.42,1096
306.79,1030
307.16,972
307.53,1087
307.9,1037
308.27,1044
308.64,1098
309.01,1021
309.38,1037
309.75,1099
310.12,1058
310.49,1096
310.86,1079
311.23,1053
311.6,1097
311.97,1053
312.34,1167
312.7,1121
313.07,1176
313.44,1180
313.81,1069
314.18,1208
314.55,1122
314.92,1148
315.29,1204
315.66,1194
316.02,1251
316.39,1190
316.76,1201
317.13,1182
317.5,1275
317.87,1246
318.24,1213
318.6,1271
318.97,1249
319.34,1308
319.71,1262
320.08,1258
320.45,1263
320.81,1271
321.18,1250
321.55,1294
321.92,1312
322.29,1289
322.65,1331
323.02,1276
323.39,1384
323.76,1335
324.13,1310
324.49,1319
324.86,1324
325.23,1294
325.6,1421
325.96,1359
326.33,1269
326.7,1385
327.07,1284
327.43,1337
327.8,1290
328.17,1295
328.54,1394
328.9,1293
329.27,1254
329.64,1265
330.0,1228
330.37,1165
330.74,1210
331.1,1148
331.47,1134
331.84,1206
332.2,1170
332.57,1199
332.94,1162
333.3,1137
333.67,1117
334.04,1090
334.4,1170
334.77,1090
335.14,1107
335.5,1053
335.87,1083
336.24,1064
336.6,1080
336.97,988
337.33,992
337.7,1019
338.07,1023
338.43,1079
338.8,1017
339.17,1010
339.53,985
339.9,1016
340.26,946
340.63,1025
340.99,896
341.36,868
341.73,924
342.09,1024
342.46,900
342.82,1008
343.19,996
343.55,973
343.92,962
344.28,1027
344.65,929
345.01,925
345.38,960
345.75,956
346.11,939
346.48,886
346.84,1024
347.21,886
347.57,976
347.94,1003
348.3,981
348.67,1008
349.03,1048
349.39,938
349.76,901
350.12,890
350.49,949
350.85,846
351.22,904
351.58,894
351.95,962
352.31,937
352.68,1010
353.04,972
353.4,982
353.77,914
354.13,873
354.5,918
354.86,993
355.23,924
355.59,906
355.95,905
356.32,949
356.68,939
357.05,978
357.41,984
357.77,901
358.14,948
358.5,913
358.86,970
359.23,975
359.59,1051
359.96,1003
360.32,873
360.68,915
361.05,928
361.41,959
361.77,994
362.14,1038
362.5,946
362.86,972
363.23,920
363.59,862
363.95,974
364.32,951
364.68,969
365.04,1019
365.41,862
365.77,974
366.13,925
366.49,916
366.86,959
367.22,995
367.58,943
367.95,1030
368.31,941
368.67,990
369.03,976
369.4,872
369.76,978
370.12,957
370.48,965
370.85,979
371.21,929
371.57,943
371.93,994
372.3,938
372.66,917
373.02,893
373.38,943
373.74,1009
374.11,886
374.47,954
374.83,936
375.19,904
375.56,806
375.92,938
376.28,906
376.64,908
377.0,977
377.36,899
377.73,966
378.09,926
378.45,1018
378.81,955
379.17,969
379.53,1035
379.9,960
380.26,981
380.62,968
380.98,934
381.34,907
381.7,1003
382.06,974
382.43,1001
382.79,927
383.15,1051
383.51,958
383.87,915
384.23,1028
384.59,886
384.95,1014
385.31,947
385.68,921
386.04,956
386.4,949
386.76,1048
387.12,1027
387.48,973
387.84,946
388.2,888
388.56,1025
388.92,999
389.28,1023
389.64,978
390.0,956
390.36,1016
390.72,1095
391.08,1014
391.44,1073
391.8,1049
392.17,1009
392.53,1071
392.89,1074
393.25,1076
393.61,1026
393.97,1113
394.33,990
394.69,1066
395.05,1074
395.41,1000
395.77,1068
396.13,1072
396.49,1080
396.85,1052
397.2,975
397.56,1085
397.92,1155
398.28,1104
398.64,1092
399.0,1125
399.36,1134
399.72,1088
400.08,1117
400.44,1158
400.8,1072
401.16,1082
401.52,1052
401.88,1113
402.24,1112
402.6,1132
402.96,1170
403.32,1215
403.67,1215
404.03,1121
404.39,1177
404.75,1200
405.11,1153
405.47,1202
405.83,1140
406.19,1083
406.55,1124
406.9,1207
407.26,1221
407.62,1163
407.98,1201
408.34,1256
408.7,1232
409.06,1147
409.41,1114
409.77,1232
410.13,1124
410.49,1140
410.85,1148
411.21,1202
411.56,1085
411.92,1101
412.28,1100
412.64,1108
413.0,1130
413.36,1181
413.71,1182
414.07,1116
414.43,1184
414.79,1174
415.15,1100
415.5,1164
415.86,1143
416.22,1079
416.58,1223
416.93,1155
417.29,1091
417.65,1171
418.01,1145
418.37,1148
418.72,1178
419.08,1111
419.44,1173
419.8,1072
420.15,1114
420.51,1066
420.87,1079
421.22,1049
421.58,1122
421.94,1121
422.3,1098
422.65,1165
423.01,1136
423.37,1166
423.72,1136
424.08,1148
424.44,1166
424.8,1159
425.15,1172
425.51,1077
