Measurement_ID,Time,Operation_Mode,Measurement_Type,Delay_Time_us,Integration_Time_us,Number_of_Pulses,X_Factor,Laser_Energy_V,Laser_Pump_Current_A,PRR_Hz,On_Off_Status
1,2023-08-31 15:59:54,SLF,Plasma,0.375,104,1,1,3218,95,5,1
2,2023-08-31 15:59:55,SLF,Plasma,0.375,104,1,1,3163,95,5,1
3,2023-08-31 15:59:57,SLF,Plasma,0.375,104,1,1,3181,95,5,1
