Measurement_ID,Time,Operation_Mode,Measurement_Type,Delay_Time_us,Integration_Time_us,Number_of_Pulses,X_Factor,Laser_Energy_V,Laser_Pump_Current_A,PRR_Hz,On_Off_Status
1,2023-08-29 13:27:15,ASLF,Plasma,0.375,1000,1,1,3246,95,5,1
2,2023-08-29 13:27:16,ASLF,Plasma,0.375,1000,1,1,3248,95,5,1
3,2023-08-29 13:27:16,ASLF,Plasma,0.375,1000,1,1,3259,95,5,1
