Measurement_ID,Time,Operation_Mode,Measurement_Type,Delay_Time_us,Integration_Time_us,Number_of_Pulses,X_Factor,Laser_Energy_V,Laser_Pump_Current_A,PRR_Hz,On_Off_Status
1,2023-08-31 15:59:35,ASLF,Plasma,0.375,1000,1,1,3212,95,5,1
2,2023-08-31 15:59:37,ASLF,Plasma,0.375,1000,1,1,3179,95,5,1
3,2023-08-31 15:59:39,ASLF,Plasma,0.375,1000,1,1,3191,95,5,1
4,2023-08-31 15:59:41,ASLF,Plasma,0.375,1000,1,1,3311,95,5,1
5,2023-08-31 15:59:42,ASLF,Plasma,0.375,1000,1,1,3357,95,5,1
6,2023-08-31 15:59:44,ASLF,Plasma,0.375,1000,1,1,3197,95,5,1
7,2023-08-31 15:59:46,ASLF,Plasma,0.375,1000,1,1,3209,95,5,1
