Measurement_ID,Detected_Wavelength_nm,Peak_Intensity_counts,NIST_Element,NIST_Wavelength_nm,Wavelength_Offset_nm,Verification_Status
1,281.19,546.0,Unknown,,,UNREGISTERED
1,317.83,223.0,Unknown,,,UNREGISTERED
1,319.31,239.0,Unknown,,,UNREGISTERED
1,320.04,334.0,Unknown,,,UNREGISTERED
1,360.7,215.0,Unknown,,,UNREGISTERED
1,361.79,228.0,Unknown,,,UNREGISTERED
1,373.79,160.0,Fe I,373.49,0.3,VERIFIED
1,376.69,281.0,Unknown,,,UNREGISTERED
1,385.74,199.0,Fe I,385.99,0.25,VERIFIED
1,386.47,229.0,Fe I,385.99,0.48,VERIFIED
1,389.72,193.0,Unknown,,,UNREGISTERED
1,391.89,174.0,Unknown,,,UNREGISTERED
1,392.97,194.0,Ca II,393.37,0.4,VERIFIED
1,394.41,284.0,Al I,394.4,0.01,VERIFIED
1,396.58,997.0,Ca II,396.85,0.27,VERIFIED
1,399.82,703.0,Unknown,,,UNREGISTERED
1,405.94,254.0,Unknown,,,UNREGISTERED
1,410.25,170.0,Unknown,,,UNREGISTERED
1,412.05,167.0,Unknown,,,UNREGISTERED
1,414.56,198.0,Unknown,,,UNREGISTERED
1,415.99,207.0,Unknown,,,UNREGISTERED
1,416.71,172.0,Unknown,,,UNREGISTERED
1,417.43,167.0,Unknown,,,UNREGISTERED
1,450.23,187.0,Unknown,,,UNREGISTERED
1,451.3,172.0,Unknown,,,UNREGISTERED
1,459.8,173.0,Unknown,,,UNREGISTERED
1,460.5,189.0,Unknown,,,UNREGISTERED
1,474.26,165.0,Unknown,,,UNREGISTERED
1,475.67,172.0,Unknown,,,UNREGISTERED
1,504.38,158.0,Unknown,,,UNREGISTERED
1,507.87,171.0,Unknown,,,UNREGISTERED
1,509.96,243.0,Unknown,,,UNREGISTERED
1,511.35,189.0,Unknown,,,UNREGISTERED
1,560.96,167.0,Unknown,,,UNREGISTERED
1,561.99,150.0,Unknown,,,UNREGISTERED
