Measurement_ID,Detected_Wavelength_nm,Peak_Intensity_counts,NIST_Element,NIST_Wavelength_nm,Wavelength_Offset_nm,Verification_Status
1,280.44,152.0,Mg II,280.27,0.17,VERIFIED
1,320.41,167.0,Unknown,,,UNREGISTERED
1,339.88,165.0,Unknown,,,UNREGISTERED
1,346.46,177.0,Unknown,,,UNREGISTERED
1,374.51,154.0,Unknown,,,UNREGISTERED
1,657.09,195.0,Unknown,,,UNREGISTERED
1,714.12,170.0,Unknown,,,UNREGISTERED
1,736.06,207.0,Unknown,,,UNREGISTERED
1,769.92,183.0,Unknown,,,UNREGISTERED
1,787.23,165.0,Unknown,,,UNREGISTERED
1,809.55,175.0,Unknown,,,UNREGISTERED
1,825.27,192.0,Unknown,,,UNREGISTERED
1,827.08,166.0,Unknown,,,UNREGISTERED
1,845.61,172.0,Unknown,,,UNREGISTERED
1,847.4,162.0,Unknown,,,UNREGISTERED
1,852.14,160.0,Unknown,,,UNREGISTERED
1,870.68,156.0,Unknown,,,UNREGISTERED
