Measurement_ID,Detected_Wavelength_nm,Peak_Intensity_counts,NIST_Element,NIST_Wavelength_nm,Wavelength_Offset_nm,Verification_Status
1,178.08,185.0,Unknown,,,UNREGISTERED
1,180.74,165.0,Unknown,,,UNREGISTERED
1,213.72,151.0,Unknown,,,UNREGISTERED
1,218.63,216.0,Unknown,,,UNREGISTERED
1,220.89,172.0,Unknown,,,UNREGISTERED
1,241.58,178.0,Unknown,,,UNREGISTERED
1,246.46,162.0,Unknown,,,UNREGISTERED
1,247.96,161.0,Unknown,,,UNREGISTERED
1,249.83,204.0,Unknown,,,UNREGISTERED
1,258.07,169.0,Unknown,,,UNREGISTERED
1,260.68,161.0,Unknown,,,UNREGISTERED
1,269.64,195.0,Unknown,,,UNREGISTERED
1,296.4,176.0,Unknown,,,UNREGISTERED
1,303.44,165.0,Unknown,,,UNREGISTERED
1,304.55,151.0,Unknown,,,UNREGISTERED
1,311.56,184.0,Unknown,,,UNREGISTERED
1,332.91,159.0,Unknown,,,UNREGISTERED
1,397.3,177.0,Ca II,396.85,0.45,VERIFIED
1,408.1,155.0,Unknown,,,UNREGISTERED
1,409.53,151.0,Unknown,,,UNREGISTERED
1,436.01,153.0,Unknown,,,UNREGISTERED
1,462.27,174.0,Unknown,,,UNREGISTERED
1,463.68,150.0,Unknown,,,UNREGISTERED
1,467.92,206.0,Unknown,,,UNREGISTERED
1,471.09,162.0,Unknown,,,UNREGISTERED
1,479.19,152.0,Unknown,,,UNREGISTERED
1,486.91,163.0,Unknown,,,UNREGISTERED
1,545.55,181.0,Unknown,,,UNREGISTERED
1,568.46,179.0,Unknown,,,UNREGISTERED
1,584.75,154.0,Unknown,,,UNREGISTERED
1,594.21,156.0,Unknown,,,UNREGISTERED
1,630.35,200.0,Unknown,,,UNREGISTERED
1,646.56,166.0,Unknown,,,UNREGISTERED
1,657.09,150.0,Unknown,,,UNREGISTERED
1,658.08,176.0,Unknown,,,UNREGISTERED
1,661.69,225.0,Unknown,,,UNREGISTERED
1,664.31,155.0,Unknown,,,UNREGISTERED
1,668.23,163.0,Unknown,,,UNREGISTERED
1,673.12,175.0,Unknown,,,UNREGISTERED
1,686.45,201.0,Unknown,,,UNREGISTERED
1,690.33,177.0,Unknown,,,UNREGISTERED
1,700.97,170.0,Unknown,,,UNREGISTERED
1,707.72,150.0,Unknown,,,UNREGISTERED
1,712.2,153.0,Unknown,,,UNREGISTERED
1,713.48,152.0,Unknown,,,UNREGISTERED
1,721.78,151.0,Unknown,,,UNREGISTERED
1,726.87,192.0,Unknown,,,UNREGISTERED
1,755.88,198.0,Unknown,,,UNREGISTERED
1,762.13,160.0,Unknown,,,UNREGISTERED
1,765.56,169.0,Unknown,,,UNREGISTERED
1,769.92,190.0,Unknown,,,UNREGISTERED
1,772.71,170.0,Unknown,,,UNREGISTERED
1,777.05,191.0,O I,777.19,0.14,VERIFIED
1,787.54,155.0,Unknown,,,UNREGISTERED
1,792.45,156.0,Unknown,,,UNREGISTERED
1,809.55,172.0,Unknown,,,UNREGISTERED
1,826.78,190.0,Unknown,,,UNREGISTERED
1,834.88,188.0,Unknown,,,UNREGISTERED
1,835.48,194.0,Unknown,,,UNREGISTERED
2,165.12,160.0,Unknown,,,UNREGISTERED
2,175.79,191.0,Unknown,,,UNREGISTERED
2,177.7,235.0,Unknown,,,UNREGISTERED
2,178.84,175.0,Unknown,,,UNREGISTERED
2,179.6,179.0,Unknown,,,UNREGISTERED
2,180.36,218.0,Unknown,,,UNREGISTERED
2,183.78,327.0,Unknown,,,UNREGISTERED
2,184.92,199.0,Unknown,,,UNREGISTERED
2,186.06,204.0,Unknown,,,UNREGISTERED
2,186.82,160.0,Unknown,,,UNREGISTERED
2,188.72,223.0,Unknown,,,UNREGISTERED
2,191.0,209.0,Unknown,,,UNREGISTERED
2,191.76,164.0,Unknown,,,UNREGISTERED
2,192.9,163.0,Unknown,,,UNREGISTERED
