Measurement_ID,Time_UTC,Measurement_Count,Wavelength_nm,Cleaned_Intensity,Operation_Mode,Measurement_Type,Force_Reset_Status,Laser_Fire_Status,Is_Valid_Plasma,Is_Background,Delay_Time_us,Integration_Time_us,Number_of_Pulses,X_Factor,Laser_Energy_V,Laser_Pump_Current_A,PRR_Hz,On_Off_Status
1,2023-08-31 02:37:46,2,164.35,0.0,ASLF,Plasma,0,1,True,False,0.375,3000,1,1,3186,95,5,1
1,2023-08-31 02:37:46,2,164.74,43.0,ASLF,Plasma,0,1,True,False,0.375,3000,1,1,3186,95,5,1
1,2023-08-31 02:37:46,2,165.12,22.0,ASLF,Plasma,0,1,True,False,0.375,3000,1,1,3186,95,5,1
1,2023-08-31 02:37:46,2,165.5,84.0,ASLF,Plasma,0,1,True,False,0.375,3000,1,1,3186,95,5,1
1,2023-08-31 02:37:46,2,165.88,102.0,ASLF,Plasma,0,1,True,False,0.375,3000,1,1,3186,95,5,1
1,2023-08-31 02:37:46,2,166.26,154.0,ASLF,Plasma,0,1,True,False,0.375,3000,1,1,3186,95,5,1
1,2023-08-31 02:37:46,2,166.64,147.0,ASLF,Plasma,0,1,True,False,0.375,3000,1,1,3186,95,5,1
1,2023-08-31 02:37:46,2,167.03,57.0,ASLF,Plasma,0,1,True,False,0.375,3000,1,1,3186,95,5,1
1,2023-08-31 02:37:46,2,167.41,110.0,ASLF,Plasma,0,1,True,False,0.375,3000,1,1,3186,95,5,1
1,2023-08-31 02:37:46,2,167.79,90.0,ASLF,Plasma,0,1,True,False,0.375,3000,1,1,3186,95,5,1
1,2023-08-31 02:37:46,2,168.17,43.0,ASLF,Plasma,0,1,True,False,0.375,3000,1,1,3186,95,5,1
1,2023-08-31 02:37:46,2,168.55,102.0,ASLF,Plasma,0,1,True,False,0.375,3000,1,1,3186,95,5,1
1,2023-08-31 02:37:46,2,168.93,4.0,ASLF,Plasma,0,1,True,False,0.375,3000,1,1,3186,95,5,1
1,2023-08-31 02:37:46,2,169.31,124.0,ASLF,Plasma,0,1,True,False,0.375,3000,1,1,3186,95,5,1
1,2023-08-31 02:37:46,2,169.7,131.0,ASLF,Plasma,0,1,True,False,0.375,3000,1,1,3186,95,5,1
1,2023-08-31 02:37:46,2,170.08,4.0,ASLF,Plasma,0,1,True,False,0.375,3000,1,1,3186,95,5,1
1,2023-08-31 02:37:46,2,170.46,24.0,ASLF,Plasma,0,1,True,False,0.375,3000,1,1,3186,95,5,1
1,2023-08-31 02:37:46,2,170.84,106.0,ASLF,Plasma,0,1,True,False,0.375,3000,1,1,3186,95,5,1
1,2023-08-31 02:37:46,2,171.22,19.0,ASLF,Plasma,0,1,True,False,0.375,3000,1,1,3186,95,5,1
1,2023-08-31 02:37:46,2,171.6,100.0,ASLF,Plasma,0,1,True,False,0.375,3000,1,1,3186,95,5,1
1,2023-08-31 02:37:46,2,171.98,7.0,ASLF,Plasma,0,1,True,False,0.375,3000,1,1,3186,95,5,1
1,2023-08-31 02:37:46,2,172.36,76.0,ASLF,Plasma,0,1,True,False,0.375,3000,1,1,3186,95,5,1
1,2023-08-31 02:37:46,2,172.74,0.0,ASLF,Plasma,0,1,True,False,0.375,3000,1,1,3186,95,5,1
1,2023-08-31 02:37:46,2,173.13,0.0,ASLF,Plasma,0,1,True,False,0.375,3000,1,1,3186,95,5,1
1,2023-08-31 02:37:46,2,173.51,27.0,ASLF,Plasma,0,1,True,False,0.375,3000,1,1,3186,95,5,1
1,2023-08-31 02:37:46,2,173.89,0.0,ASLF,Plasma,0,1,True,False,0.375,3000,1,1,3186,95,5,1
1,2023-08-31 02:37:46,2,174.27,67.0,ASLF,Plasma,0,1,True,False,0.375,3000,1,1,3186,95,5,1
1,2023-08-31 02:37:46,2,174.65,67.0,ASLF,Plasma,0,1,True,False,0.375,3000,1,1,3186,95,5,1
1,2023-08-31 02:37:46,2,175.03,47.0,ASLF,Plasma,0,1,True,False,0.375,3000,1,1,3186,95,5,1
1,2023-08-31 02:37:46,2,175.41,21.0,ASLF,Plasma,0,1,True,False,0.375,3000,1,1,3186,95,5,1
1,2023-08-31 02:37:46,2,175.79,82.0,ASLF,Plasma,0,1,True,False,0.375,3000,1,1,3186,95,5,1
1,2023-08-31 02:37:46,2,176.17,64.0,ASLF,Plasma,0,1,True,False,0.375,3000,1,1,3186,95,5,1
1,2023-08-31 02:37:46,2,176.55,148.0,ASLF,Plasma,0,1,True,False,0.375,3000,1,1,3186,95,5,1
1,2023-08-31 02:37:46,2,176.93,40.0,ASLF,Plasma,0,1,True,False,0.375,3000,1,1,3186,95,5,1
1,2023-08-31 02:37:46,2,177.32,68.0,ASLF,Plasma,0,1,True,False,0.375,3000,1,1,3186,95,5,1
1,2023-08-31 02:37:46,2,177.7,158.0,ASLF,Plasma,0,1,True,False,0.375,3000,1,1,3186,95,5,1
1,2023-08-31 02:37:46,2,178.08,181.0,ASLF,Plasma,0,1,True,False,0.375,3000,1,1,3186,95,5,1
1,2023-08-31 02:37:46,2,178.46,52.0,ASLF,Plasma,0,1,True,False,0.375,3000,1,1,3186,95,5,1
1,2023-08-31 02:37:46,2,178.84,104.0,ASLF,Plasma,0,1,True,False,0.375,3000,1,1,3186,95,5,1
1,2023-08-31 02:37:46,2,179.22,90.0,ASLF,Plasma,0,1,True,False,0.375,3000,1,1,3186,95,5,1
1,2023-08-31 02:37:46,2,179.6,75.0,ASLF,Plasma,0,1,True,False,0.375,3000,1,1,3186,95,5,1
1,2023-08-31 02:37:46,2,179.98,68.0,ASLF,Plasma,0,1,True,False,0.375,3000,1,1,3186,95,5,1
1,2023-08-31 02:37:46,2,180.36,62.0,ASLF,Plasma,0,1,True,False,0.375,3000,1,1,3186,95,5,1
1,2023-08-31 02:37:46,2,180.74,34.0,ASLF,Plasma,0,1,True,False,0.375,3000,1,1,3186,95,5,1
1,2023-08-31 02:37:46,2,181.12,140.0,ASLF,Plasma,0,1,True,False,0.375,3000,1,1,3186,95,5,1
