Wavelength,Response count
153.21,308
153.62,382
154.02,370
154.42,331
154.83,353
155.23,359
155.63,311
156.03,385
156.44,338
156.84,345
157.24,364
157.64,378
158.05,424
158.45,390
158.85,300
159.25,311
159.65,330
160.05,375
160.46,302
160.86,305
161.26,366
161.66,350
162.06,280
162.46,269
162.86,376
163.26,401
163.66,327
164.06,295
164.46,480
164.86,525
165.26,436
165.66,441
166.06,429
166.46,503
166.86,504
167.26,422
167.66,394
168.06,446
168.45,510
168.85,390
169.25,397
169.65,374
170.05,397
170.45,411
170.84,451
171.24,409
171.64,443
172.04,436
172.43,435
172.83,460
173.23,418
173.63,428
174.02,493
174.42,496
174.82,456
175.21,506
175.61,440
176.01,395
176.4,495
176.8,428
177.2,472
177.59,510
177.99,410
178.38,447
178.78,407
179.18,470
179.57,375
179.97,481
180.36,465
180.76,453
181.15,371
181.55,452
181.94,494
182.34,476
182.73,394
183.12,359
183.52,480
183.91,495
184.31,456
184.7,411
185.1,461
185.49,476
185.88,424
186.28,415
186.67,490
187.06,479
187.46,472
187.85,469
188.24,440
188.64,499
189.03,498
189.42,523
189.81,389
190.21,515
190.6,467
190.99,489
191.38,412
191.77,396
192.17,396
192.56,400
192.95,372
193.34,390
193.73,431
194.12,430
194.52,472
194.91,359
195.3,386
195.69,489
196.08,486
196.47,449
196.86,499
197.25,539
197.64,392
198.03,489
198.42,474
198.81,408
199.2,467
199.59,417
199.98,410
200.37,488
200.76,422
201.15,398
201.54,476
201.93,448
202.32,478
202.71,405
203.1,441
203.49,576
203.88,439
204.27,415
204.66,424
205.04,460
205.43,446
205.82,549
206.21,440
206.6,482
206.99,443
207.37,388
207.76,489
208.15,480
208.54,467
208.93,421
209.31,468
209.7,517
210.09,456
210.48,428
210.86,458
211.25,390
211.64,516
212.02,373
212.41,468
212.8,395
213.18,437
213.57,472
213.96,431
214.34,519
214.73,431
215.12,549
215.5,366
215.89,459
216.27,460
216.66,483
217.05,498
217.43,478
217.82,403
218.2,472
218.59,487
218.97,525
219.36,455
219.74,512
220.13,479
220.51,422
220.9,485
221.28,493
221.67,471
222.05,433
222.44,521
222.82,510
223.21,445
223.59,392
223.98,402
224.36,403
224.74,462
225.13,383
225.51,492
225.9,404
226.28,463
226.66,442
227.05,450
227.43,395
227.81,483
228.2,379
228.58,368
228.96,477
229.35,466
229.73,462
230.11,412
230.49,478
230.88,517
231.26,444
231.64,445
232.03,403
232.41,410
232.79,432
233.17,447
233.55,481
233.94,480
234.32,463
234.7,442
235.08,433
235.46,362
235.85,449
236.23,475
236.61,395
236.99,441
237.37,425
237.75,403
238.13,346
238.52,516
238.9,394
239.28,389
239.66,407
240.04,494
240.42,461
240.8,471
241.18,456
241.56,465
241.94,441
242.32,388
242.7,413
243.08,472
243.46,504
243.84,440
244.22,364
244.6,407
244.98,306
245.36,456
245.74,496
246.12,438
246.5,459
246.88,351
247.26,413
247.64,419
248.02,456
248.4,450
248.78,423
249.16,435
249.54,418
249.92,469
250.3,537
250.67,437
251.05,361
251.43,461
251.81,533
252.19,520
252.57,415
252.95,456
253.32,408
253.7,446
254.08,483
254.46,478
254.84,466
255.21,459
255.59,424
255.97,438
256.35,435
256.73,511
257.1,448
257.48,480
257.86,476
258.24,524
258.61,426
258.99,468
259.37,496
259.75,454
260.12,544
260.5,411
260.88,419
261.25,485
261.63,417
262.01,469
262.38,489
262.76,379
263.14,420
263.51,390
263.89,438
264.27,423
264.64,459
265.02,391
265.4,441
265.77,416
266.15,432
266.52,384
266.9,428
267.28,388
267.65,444
268.03,380
268.4,498
268.78,493
269.15,518
269.53,417
269.91,461
270.28,542
270.66,443
271.03,425
271.41,427
271.78,376
272.16,484
272.53,417
272.91,467
273.28,437
273.66,386
274.03,457
274.41,436
274.78,492
275.16,444
275.53,369
275.9,502
276.28,539
276.65,446
277.03,390
277.4,384
277.78,413
278.15,415
278.52,415
278.9,479
279.27,597
279.65,511
280.02,510
280.39,438
280.77,460
281.14,484
281.51,493
281.89,392
282.26,406
282.64,472
283.01,449
283.38,403
283.76,439
284.13,402
284.5,476
284.87,450
285.25,418
285.62,480
285.99,476
286.37,498
286.74,502
287.11,459
287.48,460
287.86,467
288.23,443
288.6,544
288.97,458
289.35,493
289.72,499
290.09,494
290.46,452
290.84,494
291.21,417
291.58,442
291.95,515
292.32,441
292.7,393
293.07,408
293.44,412
293.81,520
294.18,468
294.56,444
294.93,497
295.3,458
295.67,450
296.04,484
296.41,408
296.78,504
297.16,458
297.53,516
297.9,525
298.27,420
298.64,453
299.01,442
299.38,487
299.75,448
300.12,532
300.5,396
300.87,453
301.24,481
301.61,497
301.98,320
302.35,442
302.72,464
303.09,444
303.46,512
303.83,467
304.2,551
304.57,447
304.94,432
305.31,426
305.68,528
306.05,498
306.42,517
306.79,464
307.16,473
307.53,345
307.9,456
308.27,516
308.64,492
309.01,419
309.38,427
309.75,429
310.12,483
310.49,479
310.86,417
311.23,480
311.6,437
311.97,436
312.34,387
312.7,461
313.07,496
313.44,484
313.81,444
314.18,470
314.55,471
314.92,471
315.29,457
315.66,447
316.02,464
316.39,440
316.76,469
317.13,460
317.5,450
317.87,383
318.24,343
318.6,508
318.97,505
319.34,484
319.71,418
320.08,428
320.45,479
320.81,481
321.18,543
321.55,477
321.92,524
322.29,454
322.65,477
323.02,514
323.39,417
323.76,422
324.13,500
324.49,555
324.86,432
325.23,473
325.6,494
325.96,526
326.33,488
326.7,486
327.07,418
327.43,528
327.8,469
328.17,535
328.54,427
328.9,525
329.27,500
329.64,479
330.0,468
330.37,464
330.74,383
331.1,527
331.47,526
331.84,471
332.2,460
332.57,394
332.94,493
333.3,432
333.67,414
334.04,495
334.4,500
334.77,373
335.14,372
335.5,452
335.87,419
336.24,470
336.6,533
336.97,469
337.33,459
337.7,480
338.07,443
338.43,458
338.8,417
339.17,490
339.53,482
339.9,423
340.26,450
340.63,493
340.99,480
341.36,495
341.73,456
342.09,514
342.46,527
342.82,483
343.19,504
343.55,427
343.92,441
344.28,458
344.65,440
345.01,502
345.38,487
345.75,435
346.11,491
346.48,505
346.84,414
347.21,477
347.57,449
347.94,468
348.3,434
348.67,380
349.03,393
349.39,474
349.76,525
350.12,503
350.49,475
350.85,452
351.22,467
351.58,432
351.95,526
352.31,495
352.68,388
353.04,428
353.4,450
353.77,426
354.13,454
354.5,466
354.86,377
355.23,415
355.59,524
355.95,457
356.32,470
356.68,472
357.05,366
357.41,458
357.77,381
358.14,432
358.5,421
358.86,452
359.23,429
359.59,423
359.96,422
360.32,440
360.68,461
361.05,479
361.41,448
361.77,468
362.14,478
362.5,449
362.86,417
363.23,483
363.59,443
363.95,483
364.32,411
364.68,368
365.04,460
365.41,450
365.77,471
366.13,448
366.49,424
366.86,391
367.22,447
367.58,399
367.95,462
368.31,382
368.67,528
369.03,433
369.4,424
369.76,420
370.12,528
370.48,424
370.85,506
371.21,432
371.57,452
371.93,495
372.3,449
372.66,477
373.02,464
373.38,518
373.74,481
374.11,424
374.47,496
374.83,466
375.19,416
