Measurement_ID,Time,Operation_Mode,Measurement_Type,Delay_Time_us,Integration_Time_us,Number_of_Pulses,X_Factor,Laser_Energy_V,Laser_Pump_Current_A,PRR_Hz,On_Off_Status
1,2023-08-29 18:25:09,ASLF,Plasma,0.375,4000,1,1,3187,95,5,1
2,2023-08-29 18:25:10,ASLF,Plasma,0.375,4000,1,1,3210,95,5,1
3,2023-08-29 18:25:10,ASLF,Plasma,0.375,4000,1,1,3201,95,5,1
4,2023-08-29 18:25:11,ASLF,Plasma,0.375,4000,1,1,3171,95,5,1
5,2023-08-29 18:25:11,ASLF,Plasma,0.375,4000,1,1,3205,95,5,1
6,2023-08-29 18:25:11,ASLF,Plasma,0.375,4000,1,1,3189,95,5,1
